product,date,title,rating,body,helpful_count
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",24/11/2023,"4.0 out of 5 stars
Packaging Issue with Spilled Contents",4.0,"Received the CeraVe Hydrating Facial Cleanser with the bottle partially leaked due to paper bag packaging. Despite the packaging issue, the product itself is very good - it's smooth, doesn't cause irritation or redness, and fits my skin perfectly. Previous orders in boxes arrived perfectly. Suggest using boxes for liquid items to prevent leaks.",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",23/08/2023,"4.0 out of 5 stars
Very Hydrating But Oily",4.0,"This is the best hydrating cleanser I have found for the price! It doesn't contain any fragrance and doesn't leave your skin feeling tight. I enjoy that it has hyaluronic acid plus it is approved by the national eczema association which is a hug bonus for my dry/sensitive skin. I use this cleanser in the morning for extra hydration, then I switch to another cleanser at night (CeraVe Acne Control) since I have acne prone skin, and although using it hasn't given me any acne It also hasn’t removed the previous inflammation I’ve had. Basically, it keeps it at bay for the moment. With other cleansers, my skin gets dry, flaky, AND irritated. They also make me break out more frequently. However, with this product, my skin doesn’t feel dry, and I don't have problems with flakiness. It feels very hydrating with no irritation. I would recommend; however, it does tend to leave the skin oily which can be quite annoying, so apply sparingly as a little goes a long way.",16
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",15/11/2023,"4.0 out of 5 stars
I have Eczema on my Face",4.0,Been using this for about a month now and have had no issue. My skin feels a little dry if I don't immediately put on moisturizer after use but it isn't terrible. I had a severe flare up a few months ago and was scared this would cause another face flare up but it didn't. I recommend if you have face sensitivities. There is no fragrance or noticeable scent.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",12/12/2023,"4.0 out of 5 stars
No bubbles at all!",4.0,"It cleans well enough, and is moist. However it has no bubble or foaming at all which is a bit strange feeling on the face",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",26/11/2023,"4.0 out of 5 stars
Great light cleanser!",4.0,"This does not hurt my skin barrier at all! It is great at taking makeup off and it’s super light! As someone with normal to dry skin, I will be repurchasing this cleanser. It is one of the best ones I’ve tried. There is not a strong scent, if anything, it smells a bit like soap.",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",31/12/2023,"4.0 out of 5 stars
Love it",4.0,Great product,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",04/12/2023,"4.0 out of 5 stars
Gentle and hydrating",4.0,"Are use this every night, I have sensitive skin, and I never have a problem. Remove my make up without additional cleansers.",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",11/11/2023,"4.0 out of 5 stars
Product great, container messed up",4.0,"I love using CeraVe but when I finally opened this bottle I realized the pump doesn’t work at all. I have twisted it and tried it all, so now I have a big bottle and have to lift the pump out of the bottle and get my face wash that way. 🤦🏻‍♀️",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",12/12/2023,"4.0 out of 5 stars
Get a driver who knows how to read addresses",4.0,Great product when it’s delivered to the correct address,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",14/12/2023,"4.0 out of 5 stars
Great product",4.0,I like its texture very much,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",09/12/2023,"4.0 out of 5 stars
Nice product",4.0,Let’s face wash outs I like it,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",20/06/2023,"4.0 out of 5 stars
moisturizing facial cleanser",4.0,"I've been using YTTP Superfood Facial Cleanser for a while now and have had good results from using it... but it's too expensive to be an every time purchase. So I decided to give CeraVe a try, and it's only my first time using it, but I've never experienced a moisturizing facial cleanser before...It's more moisturizing than the YTTP superfood cleanser, maybe that has to do with one being a gel and this one from CeraVe, is a...almost lotion like cleanser.My face feels very moisturized and not dried out like most facial cleansers make it feel afterwards.There's barely a scent, Im not quite sure how I would describe it...like a very soft...aloe? scent or something of that nature...but it's very subtle, you barely notice it.This cleanser also does not lather, so that might have something to do with the moisturizing qualities it provides.This is only day 1 of using this cleanser, but so far Im enjoying my experience with it and would recommend this product to anyone.",27
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",29/09/2023,"4.0 out of 5 stars
Feels nice but still debating it",4.0,"I got this made on multiple articles I've read about this facial cleanser. It do feel like it does do a good job cleaning my face and I like the slight tingle sensation on  my face too. There doesn't seem to be too distinct a scent which I appreciate. My issue is that the liquid is a cream like texture so that throws me off a little. It also doesn't foam like some of the other facial cleansers I've used. However, my skin does feel clean so I am going to keep trying this and will see how it turns out overall.",9
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",23/04/2019,"4.0 out of 5 stars
Rather difficult to describe this cleanser",4.0,"I bought this on a whim as I was running out of my usual cleanser (that i buy imported from japan), and my friend recommended to me.  I have to admit, I have mixed feelings about this cleanser.To preface, I am asian with oily skin, but I'm of the opinion that oily skin is a result of skin dehydration, so I don't mind (and in fact often use) moisturizing products for my skincare.  Here are my thoughts as an oily skin gal using this cleanser- It doesn't foam up, but has a gel-like lotiony consistency, spreads easily on face, and very gentle.- I don't think it cleans as well as my old cleanser, but it's somewhat to be expected as this is meant to be gentle and non-stripping if it's going to work for dry and sensitive skin.  however, it's not to say that it doesn't clean my face - but it doesn't give me that squeaky clean feeling- in fact, i feel like it leaves a sliiiiiiiiiiiight residue/layer on my skin, which I normally would hate but in this case it's so slight, i haven't minded it too much.  However, i really do want to note that since switching to this cleanser, the pores around my nose seems to be less clean than they used to be, which is a bummer.- the residue it leaves feels smooth and a little...silicony?  There's no silicon in the ingredients but, woah i just looked at it, got a lot of alcohols, as well as sulfate and parabens.  uh...well the good news is, it haven't done anything bad to my skin!  (note that I have not done enough research to know if the particular types of these things included are all bad or not)- despite the residue feeling, I have very sensitive skin and this have not broken me out at all, so that's a great thing.- OF NOTE, when using this it seems to...make my skin feel a little weird.  Specifically around my mouth area (not on my lips, but for example the skin between my nose and mouth), it kinda tingles/numbs/heats up.  It's not completely painful but it does get more sensitive the longer i keep this on my face.  That said, it has NOT broken me out, nor made my skin react badly afterwards.- after using, my skin does not feel stripped or dry, but i follow up with my usual toner/lotion/moisturizer anyway so it doesn't really matter.i have mixed feeling about this cleanser.  i like that it doesn't strip my skin, but I don't like that it doesn't clean as well and leaves a slight residue.  I like that the residue doesn't bother me too bad.  I don't think i like the ingredients, but i'm pretty happy that it haven't broken me out or made me more oily (which, i've tried some cleansers that really stripped my skin and made my skin feel a lot worse).  I'm not a huge fan of the consistency, but i don't hate it.  I do not like the numbing feeling, but it haven't ruined my skin either so i'm not sure its importance (there are peels/scrubs that also makes my skin burn but are obviously expected, i'm not sure if there are such ingreds in this to cause the numbing).So yeah...definitely mixed feelings on this thing lol",2
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",27/09/2023,"4.0 out of 5 stars
Not a makeup remover",4.0,Good cleanser that isn’t harsh to skin. Just wish it removed makeup since their foaming face cleanser caused breakouts on my face. I will continue using the product being reviewed.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",23/09/2023,"4.0 out of 5 stars
A holy grail--Beware, doesn't lather though",4.0,"I love this product. My face doesn't feel dried out when I use it. Sometimes I don't even moisturise after using it. However, there is no lathering effect, it is like rubbing lotion on your face.",2
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",02/10/2023,"4.0 out of 5 stars
Gentle",4.0,Their products are gentle on the skin. This one does not irritate or dry out my skin while cleansing.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",08/10/2023,"4.0 out of 5 stars
Clean and greaseless",4.0,Love the way the product works in my face and helps keeps my face greaseless and clear.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",30/10/2023,"4.0 out of 5 stars
Probably should have read more",4.0,I have naturally slightly oily skin. I like the soap but probably not meant more my skin type.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",09/09/2023,"4.0 out of 5 stars
Moisturizing",4.0,"Love the product , something in this product irritates my skin, I never had any issue with sensitive skin but this product did not work for me. I hate that I can not use it, I gave it to my friend to use.",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",09/10/2023,"4.0 out of 5 stars
Moisturizing",4.0,Since I been using Cerave I can tell my face is more Moisturize than ever before!  THE AMOUNT YOU GET IN THE BOTTLE FOR THE PRICE IS WORTH IT! I TRUST THE INGREDIENTS!,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",09/10/2023,"4.0 out of 5 stars
smooth and gentle",4.0,"This works quite well and is gentle on my skin.  However sometimes I don't feel as ""clean"" and that there may be a little residue left after I rinse",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",13/08/2023,"4.0 out of 5 stars
Reliable",4.0,I'd rather get the foaming cleanser over the moisturizing one for 2 reasons. The foaming one feels like it is actually affecting your skin. The other reason is that with this product you really need to purchase a moisturizing product with it. This leaves the skin a little dry but not nearly as dry as other products. The price point is a little high but this is the brand you should go to.,3
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",14/10/2023,"4.0 out of 5 stars
Nice",4.0,Nice,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",28/09/2023,"4.0 out of 5 stars
I'd heard a lot about this brand",4.0,so wanted to try it.  It is a good cleanser and leaves my skin feeling clean and smooth.  So far I haven't seen anything extra special about it but will keep using it.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",27/08/2023,"4.0 out of 5 stars
Very moisturizing",4.0,I like this but it doesn’t remove makeup and my skin doesn’t feel clean after using.  I like that my skin feels soft after use but I use another cleanser prior to make sure that my face is clean.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",16/09/2023,"4.0 out of 5 stars
A staple",4.0,I have been using Cereve's products for over 10 years as I have suffered from acne rosacea since I was a teenager. My first dermatologist recommended this face wash along with their AM and PM moisturizer. The face wash keeps my skin clear but more importantly is the gentlest soap I've ever felt.,2
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",24/10/2023,"4.0 out of 5 stars
Great Product",4.0,Love Product,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",01/10/2023,"4.0 out of 5 stars
No me cayo .",4.0,"Al momento de aplicarlo se siente como si estuviera echándome crema, no hace espuma . Y se siente como caliente, tal ves no es para mi tipo de piel . Aparte me saco espinillas y granos , lo tuve que dejar de usar.",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",28/09/2023,"4.0 out of 5 stars
Good but",4.0,It does feel good on the face and leaves it refreshed but you have to wash you face prior to using if you were makeup. Otherwise it just smears it.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",18/10/2023,"4.0 out of 5 stars
The face scrub is just fine for a mature lady with dry skin.  Very happy with it so far.",4.0,"I don't ""do"" videos!  I like the cleanser!",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",30/08/2022,"4.0 out of 5 stars
Wasn't sure if I'd like this but I love it!",4.0,"I wasn't sure if getting a face wash that was non foaming was something I'd like or not. I gave it at least a month trying it before making a review.At first I thought it felt like it left my face feeling like I hadn't gotten everything off but I've come to realize it was actually that it was washing my face without over drying it. I'm so used to feeling 'squeaky clean' after using face soaps and thought that was what I needed but I've come to appreciate the light moisturize feeling it leaves after I use it.I think I may have to use a bit more of this non foaming soap vs other brands I've used but it's great at removing makeup (I do not use any waterproof makeup so I dont have experience with this soap on those products). I don't notice any kind of scent with this wash either!Overall, I feel like my face is cleaner and my acne has improved. CeraVe is a brand that my derm has says they personally like/approve and I very much enjoy this and other products of theirs.If you've got sensitive skin or skin you feel like is getting oily because you over wash/dry it out I'd recommend giving this wash a try!!",17
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",19/07/2023,"4.0 out of 5 stars
Glutinous cleanser",4.0,It has a little glutinous texture unlike the gel/liquid-ish Cetaphil cleaner I am using. It cleans well without drying my face. I can't tell the difference in terms of cleaning action between this one and Cetaphil. Overall I am satisfied with this product.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",17/07/2023,"4.0 out of 5 stars
So super soft",4.0,"This soap makes my face full so soft. Love to use this after a strong exfoliant or face mask. It feels like smooth butter baby skin. This will not remove all your mascara, so use a make-up remover first. (4⭐️‘s for that reason)",2
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",25/07/2023,"4.0 out of 5 stars
Works great, can be harsh",4.0,I use this everyday and my skin does feel great after but if you use it after a face scrub it will burn.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",08/10/2023,"4.0 out of 5 stars
La hidraratacion",4.0,Buen desempeño,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",04/07/2023,"4.0 out of 5 stars
very gentle on skin",4.0,"my teen uses this. i used it too for a while but it wasnt for me. but for my daughter, it is very good for her skin. this is good depending on skin. i found it wasnt quite for my 38yr old skin lol.",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",29/09/2023,"4.0 out of 5 stars
Works, but come on. Let's ditch the thick plastic bottles for something sustainable.",4.0,Wasteful packaging,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",19/07/2023,"4.0 out of 5 stars
Favorite cleanser",4.0,I have been using this product for almost a year. Perfect for my skin type. Thank god i don’t have to run around to find it. I. Just click and it’s here the next day.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",22/03/2023,"4.0 out of 5 stars
Lasts a long time",4.0,"I purchased this product after all the great reviews. It’s an extremely gentle cleansing  product for those of us with dry skin. It doesn’t foam or dry your skin up. I also didn’t feel that it made any difference to my skin. I use it in the morning/in the shower for its calmness. Soap is too harsh for me. If you’re looking for a gentle face wash, purchase this.The reason I didn’t give full five stars is because I put it on a hiatus and started using a Salicylic cleanser. That  Salicylic acid cleanser cleared my forehead up and now I only use the Cerave cleanser when my skin looks too dry. I am impressed by the Cerave cleanser size. It will last you a year! Very cost effective!",15
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",20/07/2023,"4.0 out of 5 stars
review :)",4.0,I bought this for my mother and she is super happy.. she said that her face feels much better .. and smooth..,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",31/07/2023,"4.0 out of 5 stars
Recommend by my dermatologist",4.0,Removes makeup easily and makes one’s face feel soft. Does not do anything for pores.,2
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",15/09/2023,"4.0 out of 5 stars
Facial Cleanser",4.0,Decent product.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",12/05/2020,"4.0 out of 5 stars
Not what I expected at first...",4.0,"I originally bought this to use to remove my makeup thinking it would be emollient enough to break it down.  The mascara I use is the fiber/tubing kind that is removed with just water,  but I thought this would create some ""slip"" so that I wouldn't be tugging on my eye area too much (that's a no no at my age). It doesn't provide as much slip as I was hoping,  but it is better than nothing.  I think Cetaphil has more slip. After my mascara is removed from my lashes,  I lightly tissue it off. I used to then wet my face and massage 2 pumps onto the rest of my skin. Doing this, I noticed that it was not removing my makeup if I rinsed it off and it felt like it mixed with the makeup and created a film. I would tissue this off, then do a second cleanse with a foaming wash like the Cerave foaming cleanser or Dove bar to get the residue off. What i have learned is to massage this on DRY skin.  This seems to make it more effective in removing makeup.  I am then able to rinse it off. I still do a second cleanse, but I would do this anyway because I also use my Clarsonic during this stage. On days that i don't wear makeup,  I will use just this to wash my face (I wet it with water first because I am not removing long wear makeup) and not do a second wash.  I do feel that it keeps my face soft after using it. I wish it was more smooth when massaging it onto the skin,  but I can feel that it is adding a layer of moisture/barrier on my skin.  I have oily skin, but I could definitely see this helping keep drier skin more moisturized.",0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",07/09/2023,"4.0 out of 5 stars
Great for Dry Skin!",4.0,Feels great on my dry skin after use!,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",27/08/2023,"4.0 out of 5 stars
Good only as a morning cleanser",4.0,Good as a morning cleanser only. It does not take off my tinted sunscreen even after double cleansing.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",11/06/2023,"4.0 out of 5 stars
Light on the face. Great as a night face wash!",4.0,Great face wash at night! Definitely can feel the difference with dirt and oil being washed off. I am docking off one star because there’s no suds. I’m not sure if it’s supposed to be like that but it still works great!,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",26/08/2023,"4.0 out of 5 stars
Good, but not intended.🍽",4.0,The product came every 6 months without any approval but is a good product.,0
"Amazon.com: Customer reviews: CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",22/08/2023,"4.0 out of 5 stars
Help for dry skin",4.0,So in love with this product it's a must have,0
