product,title,rating,body
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
My Favourite Product",5.0,"The first two or three days I used it all over my face I had a very MILD breakout and corner of my nose was a bit sensitive.  For this reason I started to use Niacinamide only the areas with enlarged pores, being my nose and top area of cheeks.  I did try using on my entire face and neck after a few days again and had no problem, I believe my skin just needed to get use to this product.  After applying Niacinamide over face and neck I apply Cerave Moisturizing Cream.  I use every night sometimes during the day,After a few days of using this product my skin looked the same but felt very soft and smooth.  After about a week skin still felt soft and smooth and began looking brighter…just healthier looking.  After just over 2 weeks my enlarged pored stared to look a little tighter.  After a month I decided I loved this product.  My pores never looked better and I don’t have that dry stinging feeling you get with Retionol.  A little goes a long way with this product.The product itself is water bases so it absorbs well and further blurs any blemishes including pores when on the skin. A little goes a long way, you only need a few drops. The reason I purchased this product was to use for my enlarged pores but I am very happy for the additional benefits."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Best product for dark skin African Americans w/PCOS, psoriasis, hyper pigmentation and acne.",5.0,"I love this product!!! I have PCOS, acne, psoriasis, hyper pigmentation, and a ton of dark marks. I’m a dark complexion African American woman, and I’ve visited dermatologists who have given me many products to clear up my face. It was even suggested for me to use bleaching cream, but I do not want to get lighter, so I have refused to use it. I love my dark chocolate skin, but I do want the skin on my face to be even. This product is a miracle!!! My pores are almost non existent. If I have an outbreak of acne, it takes it away almost overnight. The scaling caused by the psoriasis on my face is gone. My face feels SO smooth!!! Also, my face is brighter!!! My tone is almost evened out!!! I used to wear make up to cover up my flaws, and now, I don’t need it. I just put on lashes, liner, and lipstick, then dip ✌🏿. LOL - I’m almost out and I need to order again. I’m SO happy I researched this product well, and then decided to buy it!!! I suggest fir anyone to try it!!!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Makes your eyelashes and eyebrows grow",5.0,I was pleasantly surprised to find my eyelashes and brows growing back! I had thinning brows as I age. Now I've thrown away my brows pencils!
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
.",5.0,It has a weird smell 😵‍💫
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Game changer",5.0,Worked well helped reduce my texture skin issue.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Satisfied",5.0,Bought item on sale. This product is a repeat for me I use it religiously.  Recommend
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Acne Disappears in two weeks",5.0,"This is my first ordinary product. I am blown away about how good it worked for the first two weeks!  I’m  in my mid-40s and I have oily skin.  I had a stroke 4 years ago, and I take medication that causes acne.  I’ve tried many cleaners, serums, lotions, creams, vitamins, meds, and lasers with no luck.  This Ordinary product (Niacinamide 10% + Zinc 1%) came in small box and little packaging.  The two days, I used way too much product. My face was very slimy and sticky.  I did not like the way my face felt in my humid climate, so I place a product inside the closet.  The next day was reading an article that linked me to the bio the Ordinary’s founder, Brandon Truaxe, which was located on the Deciem (parent company) corporate website.  Ordinary’s website was so interesting I spent an hour reading it.  I read the reviews of the Ordinary’s Niacinamide 10% + Zinc 1% and most people recommended was to use 1-3 droplets applied to a clean face.  I tried this method and it work beautifully!  I apply 2 droplets to my neck and face rapidly because of evaporates quickly.  The product and looks and feels like thick egg whites, however, 10 seconds after applying it turns into a smooth, moisturized and firm skin.I had the product to two weeks and skin please changed.  You’re exactly 2 weeks in between my photos.  I’m going to order more Original’s  products this week."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Muy buen producto de buena calidad me funciono a la perfección",5.0,Me agrado su utilidad cómo funciona y las maravillas que hace es sorprendente lo amo 💯💯💕
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Great",5.0,I love this serum. Works perfectly for my sensitive skin. Hydrates my skin really well.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
I love this",5.0,"This just makes my skin smooth and bright, but be careful, it is drying when used daily"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Amazing",5.0,"This is the best product for your daily skin care. I had using for 1 year, my skin is smoother and finer, the size of my pores decreased and also it helped me a lot with my acne problems.Bear in mind that in 8 weeks approx you will notice the results, it’s very important to be constan.I’m in love with Niacinamide."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Great for my skin!",5.0,"I like this product a lot...I use it sporadically, but I know when I need it...great for my skin!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Works very well!",5.0,"I had started breaking out, and I didn’t know what to do. I had once used this before (at the time I hadn’t had as bad acne), and worked well. I had stopped using it once I ran out because I thought it was no use. A year later, I start to break out and use some other products that did not work at all, and ending up just making me break out more. Then, I went back to this, and it worked instantly. I could see an immediate difference. I don’t have severe acne, but I was just starting to break out, and this is working very well. I would think it would work with severe acne as well. I hoped this helps, and that your acne can clear up."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Love this!!",5.0,This definitely helped with my blemishes and pores.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Mi mejor compra",5.0,"Uno de mis productos de skin care favoritos, lo recomiendo"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
A Great Black Skin Care Addition!",5.0,"I’m almost finished with the 1st bottle & just purchased my second. I have noticed an improvement in pore size & in my hyperpigmentation. I am a black woman with a warm/caramel/medium skin tone & I scar easily. I’ve had acne bumps leave dark spots on my face for years that I couldn’t get rid of. I now notice those spots are fading & even the tone of my neck looks better. I like that the serum is pretty thick so it doesn’t take much. I use about 2-3 drops max for my face. Before applying I typically wash my face, use a toner (witch hazel to prevent bumps) , hyaluronic acid (for moisture) & then apply the niacinamide. I’m excited to continue using this & see how much more my skin improves."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Great stuff!",5.0,"I have been using this product for about a year now and my face has completely changed. I had acne scar's from when I was young and they have significantly gone away. My pores in general have gotten smaller and my skin has a smoother appearance. That being said, while you're using it will actually bring out those scar marks more but that's because it's healing those spots and shrinking the pores. If you have the dedication to stick with it, your face will look a lot healthier and smoother in the long run. Better to do it sooner than later, because when your face is younger you have more collagen to help it heal faster. I hope this helps y'all."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Kiss large painful Maskne zits goodbye!",5.0,"I’m a nurse and a coworker recommended this product. Having to wear a mask for twelve hours at work has caused me to get these painful deep zits right around my chin and mouth. I decided to try this and see if it helps- yup it sure does! I still get zits but way less and they are so much smaller and not painful. They also aren’t as juicy if you catch my drift. I’ve noticed an improvement in my overall skin tone too. Give it a few weeks to kick in but this stuff works, doesn’t stain, is light weight, and does wonders!!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Buy this!",5.0,"I absolutely love this! I am already on my second purchase! I saw this on TikTok and boy and I glad I did. I never used to break out and it didn’t hit me until around 22 when I began getting full blown cystic acne. Of course I probably need to go to a dermatologist but I began washing my face, applying this to my problem areas, and finish with a moisturizer. I do this twice a day and my breakouts have gone down tremendously. This helps my breakouts from forming but also helps bring them to the surface if it does sneak by. If you continue to utilize the serum the surfaced pimple will disappear almost over night!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
This product is REAL",5.0,"To all the people saying this is a fake product I don't know what they sent you, but mine was certainly real. Niacinamide is the only thing that works for my folliculitis and since I ran out of my stratia liquid gold, I decided to try this.I ran out for like 2 weeks so I started to breakout and after I applied this it's literally night and day!!! Like I woke up and almost all the inflammation was gone and the folliculitis breakout is retreating, one day!!! I am amazed, I didn't expect it to work this well. This is the real deal."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
My wife swears by this stuff and she's beautiful!",5.0,"Apparently this stuff is great for her pores and firms up her skin so she looks like she's still in high school. I just nod and smile because that's what a husband does.The stuff we got was real. We ordered it a few times, until we discovered that the company delivers it as well and you can get three 60ml bottles including shipping for $32. At about $11 a bottle, that's cheaper than the 30ml being sold here. I think it's probably reseller on here so you pay for the convenience.Anyway, it's good stuff and worth a try."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Works Well, Feels Weird",5.0,"This is thick enough it's nearly a gel.  I have to smooth it on quickly because it dries fast and becomes tacky as it does.  I only use this at night because it frankly does NOT make my skin look great right after applying it--but I wake up with a lovely glow.  I've switched to using retinol in the morning because it stings my skin if I apply the retinol right after this.  I've now used up one bottle, am part-way through the second, and recently had someone ask me what I've been doing differently--I think this is the answer!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Miracle Serum",5.0,"This is truly a miracle product… As a woman in her 40s who has struggled with hormonal acne for 25+ years, large pores and skin texture issues… Literally within a couple of days there was a drastic difference. I spent $1400 on laser treatments that didn’t work as well as this did in just a few days. I am in love with the company and have since purchased several more products from them directly. In doing so, I found the price on their website is only $6.90 versus $15 on Amazon! I am in love with the company.  They have so many incredible products at mine blowing Lee low prices, incredibly high-quality, beautiful high-quality packaging. I can’t believe I spent years not knowing about them and I will be a loyal customer for ever and have been telling everyone about The Ordinary."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Wonderful",5.0,"Omg, my skin never looked so good.  The acne and imperfections disappeared of my skin within the first week of use and my skin is not so oily anymore. Highly recommend this serum."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Best product",5.0,"I struggled with hormonal cystic acne in college. Dermatologists pushed Acutaine but I wanted something less demanding and harsh for my skin. The ordinary products absolutely were a game changer and has made my skin healthy, glowing, and clear. It is now my tried and true."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
It's good for oily skin",5.0,I have very oily skin and I like how this product is easily absorbed and helps againts oily production excess. Two drops are enought to extend the product on my face.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
I live and breathe by this product now",5.0,"I've used it consistently now for a few months and it has cleared my skin completely. I'm in my mid twenties and am growing out of acne and growing into more dryness. And this has completely rebalanced my face, no breakouts and no dry skin. I even have a more oily complexion and it still has just balanced my skin. It's dewy, soft and all around more glowing. I don't even wear foundation anymore. A staple skin care product. I use daily."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Great product",5.0,If you are suffering from acne this is a must buy
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Wow results",5.0,"I noticed my face became less red after one use, after three days a big difference. Went in soon after for my regular facial and they even noticed the difference. She was so impressed she even asked about the product. I highly suggest!!!!!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Great for my skin!",5.0,"I read a lot of reviews saying that this product was goopy, and made people breakout but it has worked great for me. My skin absorbs it very quickly and it's helped with my acne. I think it definitely depends on the type of skin you have. Product originally came in a very damaged box and seller replaced it for me. I also noticed a lot of reviews about this product being fake but there is no indication of that. I know this product is in high demand so prices have gone up. I will be repurchasing this when I am out."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Happy",5.0,"Been using for about a month and it has worked for me! I put it on in this order: vit C,  Hylaronic acid, niacinamide and then follow up with moisturizer and sunscreen in morning. I only need 2 drops for face and neck. It does have a white cast but you can pat it out :•)I'm very happy with this and will buy again.Came in quickly and packaging was fine."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Finally, something that works!",5.0,"I have struggled with cystic adult acne for a long time. I try every new product that comes out promising relief. Most don't work, a few work sporadically, but overall I've been disappointed with all products for acne.That being said, I love this stuff. It works better than anything else I've tried and has been most consistent. It heals cystic blemishes and takes the sting out. I use several other The Ordinary products as well and have been very happy with the brand in general. I am grateful to have found it."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Order it!",5.0,"I absolutely love this product!! I started seeing visible results in 3 days and ordered more from this skincare line. I had a pesky pimple for almost 4 months and was treating it with benzoyl peroxide but it was still there. This product had it cleared up and minimized my pores in 3 days!! It's lightweight, feels great, and I couldn't be happier with a skincare product."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Use for Perioral Dermatitis",5.0,FINALLY I have found a treatment for my Perioral Dermatitis and I couldn't be happier. I have tried so many The Ordinary products and none of them helped before this product. There is a purging process but all of the pimples become easier to clear out and less painful until the skin is just clear.  I immediately bought 3 more bottles.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Omg !",5.0,"This product has saved my skin tremendously!!! This is week one and then week two !! I would highly recommend and also grab some of the ordinary peeling solution to top it off and your good sis.. I still have very small breakouts but nothing like it was before .! My skin is getting to where I want it to be ! I will be purchasing again not on amazon , go to your local beauty store this product is 7 bucks vs the 12 amazon charges !"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Love.",5.0,I love this product. It's slightly moisturizing and clears up acne beautifully. I use it on my full face about once a week or more often if my acne is acting up.
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Can’t believe I didn’t buy sooner",5.0,I can’t believe I have never heard of this product before? It really works like a miracle. I started using a retinol and I put this on before and it eliminates any redness and overall just calms my skin. I wake up in the morning feeling like I have new skin. Feels moisturizing and dries quickly. I want to tell everyone I know that they need this product
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
It's magical!",5.0,"I don't believe in creams, honestly. In about a week I started to see a dramatic improvement in my skin. I really can't believe it. Even my daughter notice it!!!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Actually works",5.0,"Check out my before and after pictures. They were taken on day one, three weeks apart, and one year. I used this product twice a day. Not alone though, I used it in conjunction with other ordinary products to reduce redness and pigmentation. I know this product works differently for everyone, however, it worked great for me! It does take time to work, as any skin care product should. Be patient, and CONSISTENT to see results!"
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Amazing product",5.0,"This stuff is seriously a lifesaver. I’ve had issues with acne/scarring, redness on my cheeks, and my skin in general. I’ve used tons of products advertised as supposed to help me with those things and nothing has worked like this. You aren’t going to see a change immediately, but after a week or two I was so impressed. I use the CeraVe cleanser and moisturizer and this serum and it’s the perfect combo to help clear my skin!! Absolutely would recommend."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Trying it with other ordinary serums, wow",5.0,I always love the ordinaryAnd so far I’ve been using It for a few weeks now and I can see a big difference in my acne now. It’s awesome and I purchased a few other ordinary serums and I use them all my on my face before I go to bed. I wait in between each one about ten or 15 minutes to let it sink in my skin. Love them and acne and my large pores are getting smaller. Hope this helps!
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
Is it a fake??",5.0,"The media could not be loaded.
                



 I decided to buy the Niacinamide 10% because this particular one was sold out everywhere else. This serum is good for minimizing pores and hyperpigmentation. I was a little worried because the reviews state it may be a fake. The packaging was a little beaten up but at least it wasn’t broken. Everything else seems to be legit. However it’s so overpriced. I recommend getting this product elsewhere."
"Amazon.com: Customer reviews: THE ORDINARY Niacinamide 10% + Zinc 1% 30ml, 1.01 Fl Oz, Liquid (Pack of 1)","5.0 out of 5 stars
I love this stuff! A staple for sure",5.0,"When I first started using this product (2 drops applied to entire face), I got a compliment straight away by a coworker. I think I had been using it for a day or two. They said “wow your skin is so clear!” even though I had a breakout in one section of my face. My skin has a slight dewy glow even under makeup. Now I’ve been using it for months and still love it. I use it twice a day, only sometimes just at night."
