Rating,Review,Brand,NoStopW Tokens,Lemmatized Tokens,TB Polarity Score,TB Sentiment
4,"truly gentle on the skin.i have combination oily and dry skin, and a lot of other cleansers make my skin really, really dry. i needed something that didn't take all the moisture out of my skin. a lot of gentle cleansers don't give me that foaming effect that i like so i thought i would try cerave.i was a little hesitant at first because of all the negative reviews and horror pictures that i saw, but i'm glad i did. my skin hasn't had any bad breakouts or irritation at all. in fact, i think my skin has improved. normally after washing my face it would feel so dry and i would have to moisturize immediately, but sometimes my face feels so supple and soft that i forget.so downside? the cleanser comes out a clear liquid and it ""foams"" but doesn't get very foamy. it gets more soapy than anything. i wouldn't call it foam. i really miss that bubbling/foaming action that other cleansers have because i feel much cleaner, but this is just okay. another downside is that i have to do two washes to really get all the makeup/oil/dirt off. this cleanser is really gentle so it doesn't pull all of the impurities off your skin, which is also why i think my skin feels so much more moisturized than it did before. i don't mind it and have gotten used to it.all skin types are different so while some break out and have bad reactions, others may not. my skin honestly feels so much healthier now than it did before. i now subscribe and save to this cleanser because it has been working so well for me. it's not expensive so i would recommend anyone to give it a shot. worst case if it doesn't work with your face, use it to wash your hands.a lot of gentle cleansers don't give me that foaming effect that i like so i thought i would try cerave",CeraVe,"['gentle', 'skin i', 'combination', 'cleansers', 'nt', 'gentle', 'cleansers', 'nt', 'cerave i', 'hesitant', 'negative', 'reviews', 'horror', 'pictures', 'glad', 'nt', 'bad', 'breakouts', 'irritation', 'improved', 'washing', 'feels', 'supple', 'soft', 'forget so', 'downside', 'liquid', 'foams', 'nt', 'foamy', 'soapy', 'nt', 'bubblingfoaming', 'action', 'cleansers', 'cleaner', 'downside', 'washes', 'makeupoildirt', 'gentle', 'nt', 'pull', 'impurities', 'feels', 'nt', 'mind', 'it all', 'types', 'break', 'bad', 'reactions', 'not', 'feels', 'healthier', 'subscribe', 'save', 'not', 'expensive', 'recommend', 'shot', 'worst', 'nt', 'hands a', 'gentle', 'cleansers', 'nt']",gentle skin i combination cleanser nt gentle cleanser nt cerave i hesitant negative review horror picture glad nt bad breakout irritation improved washing feel supple soft forget so downside liquid foam nt foamy soapy nt bubblingfoaming action cleanser cleaner downside wash makeupoildirt gentle nt pull impurity feel nt mind it all type break bad reaction not feel healthier subscribe save not expensive recommend shot worst nt hands a gentle cleanser nt,-0.07916666666666662,negative
4,i have oily/sensitive/acne prone skin. this made acne significantly worse!! i had high hopes and was saddened. i stopped using this and switched to rovectin papaya pore cleanser and my acne lessened.watch out acne prone skin poople,CeraVe,"['oilysensitiveacne', 'prone', 'worse', 'hopes', 'saddened', 'stopped', 'switched', 'rovectin', 'papaya', 'pore', 'lessened watch', 'prone', 'poople']",oilysensitiveacne prone worse hope saddened stopped switched rovectin papaya pore lessened watch prone poople,-0.4,negative
4,"now now, this cleanser works great for people dealing oily skin and acne scars/ pie (post inflammatory erythma) or when your skin looks like after a breakout! mainly red marks and scars. this is a bit stripping in my opinion for sensitive skin.for oily skin!",CeraVe,"['dealing', 'scars', 'pie', 'post', 'inflammatory', 'erythma', 'breakout', 'red', 'marks', 'scars', 'stripping', 'opinion', 'skin for']",dealing scar pie post inflammatory erythma breakout red mark scar stripping opinion skin for,0.0,neutral
4,"this was my first time using this cleanser. it was really good but it does dry out your skin a little bit so, that’s why i recommend, using this at night and in the morning using a more hydrating cleanser.i like it !!",CeraVe,"['recommend', 'cleanser i']",recommend cleanser i,0.0,neutral
4,thanksworks for me…,CeraVe,['thanksworks'],thanksworks,0.0,neutral
4,definitely helped my son with managing acne but using it twice a day caused some skin dryness so he is using priori products along with thisvery good but maybe too harsh for twice daily,CeraVe,"['helped', 'son', 'managing', 'caused', 'dryness', 'priori', 'products', 'thisvery', 'harsh']",helped son managing caused dryness priori product thisvery harsh,-0.2,negative
4,i'm not sure why it's called foaming face wash as it foams like any other soap.  works as advertised but i'm not sure it's a notch above or better than any other face wash.  there is no rating on the scent as it has none.  it dispenses as a clear gel and foams after the addition of water and hand friction.foaming face wash.,CeraVe,"['not', 'called', 'foams', 'soap', 'advertised', 'not', 'notch', 'rating', 'dispenses', 'foams', 'addition', 'water', 'friction foaming']",not called foam soap advertised not notch rating dispenses foam addition water friction foaming,0.0,neutral
4,it actually does a great job removing oil and cleaning  your face however the oil control part did not workout for me.my oily skin was not controlled like the product claimsawesome product,CeraVe,"['job', 'removing', 'cleaning', 'not', 'workout', 'me my', 'not', 'controlled', 'claimsawesome']",job removing cleaning not workout me my not controlled claimsawesome,0.0,neutral
4,"i was not a fan of the weird smell, i thought it would have no smell like the other cerave face wash but it definitely has some type of smell.. i will use it up but won’t buy again.not a fan of smell but i’ll use it",CeraVe,"['not', 'fan', 'weird', 'type', 'again not', 'fan']",not fan weird type again not fan,-0.5,negative
4,"many people give this product a very favorable review base primarily on its effectiveness. i would advise interested buyers research the ingredient list thoroughly before purchasing this product. like many other generic (cheaper) alternatives sold on the market, this product contains propylparaben and methylparaben. the former is relatively more serious with a maximum health concern score of 10 which indicates a high overall hazard while the latter ingredient scored a 4. while this may not apply to everyone, i would think a bit more research on your own may help you make more informed decision on this product. for example, if you one of your previous cleanser did not performance up to your expectation, you should try to find out the source, perhaps compare ingredient of the two products. many people are allergic to propylparaben so make sure you know that the inclusion of this chemical is not going to work against whatever you wish to achieve with this specific product.personally, i enjoyed the product and so far, i am not aware that propylparaben cause any negative reactions to my skin. like any product, do a quick research will help you go a long way!be aware, this contains propylparaben and methylparaben",CeraVe,"['favorable', 'base', 'effectiveness', 'advise', 'buyers', 'list', 'purchasing', 'generic', 'cheaper', 'alternatives', 'sold', 'market', 'propylparaben', 'methylparaben', 'maximum', 'health', 'concern', 'score', 'hazard', 'scored', 'not', 'informed', 'decision', 'previous', 'not', 'performance', 'expectation', 'source', 'compare', 'products', 'allergic', 'propylparaben', 'inclusion', 'chemical', 'not', 'achieve', 'specific', 'product personally', 'enjoyed', 'not', 'aware', 'propylparaben', 'negative', 'reactions', 'quick', 'aware', 'propylparaben', 'methylparaben']",favorable base effectiveness advise buyer list purchasing generic cheaper alternative sold market propylparaben methylparaben maximum health concern score hazard scored not informed decision previous not performance expectation source compare product allergic propylparaben inclusion chemical not achieve specific product personally enjoyed not aware propylparaben negative reaction quick aware propylparaben methylparaben,-0.03425925925925926,negative
4,this will last you so long just one pump every day at night and it’s been six months and i still have at least half a bottle. and i use this every day every single night just one pump on my little scrubby pad! my skin is not super oily anymoreamazing!!,CeraVe,"['months', 'single', 'scrubby', 'pad', 'not', 'super', 'anymoreamazing']",month single scrubby pad not super anymoreamazing,-0.11904761904761904,negative
4,"i've used this product for years and it's helped my skin so much. i think this facewash is a godsend. if i could review the product separately from the packaging, i would. the only issue i had with this order was this sticky/slimy purple and orange substance on the outside of the bottle. it makes me hesitant to use it just because i don't know what the substance is.facewash: 5 starspackaging: 2 starsgreat product, suspicious mess?",CeraVe,"['helped', 'facewash', 'godsend', 'separately', 'stickyslimy', 'purple', 'orange', 'substance', 'hesitant', 'nt', 'substance', 'is facewash', 'starspackaging', 'starsgreat', 'suspicious', 'mess']",helped facewash godsend separately stickyslimy purple orange substance hesitant nt substance is facewash starspackaging starsgreat suspicious mess,-0.175,negative
4,"good product for sensitive skin, but didn't help me with my pimples. i don't feel my oily skin getting cleaned as i had it with neutrogena. at east it didn't make anything worse. however it's very economic. the consistence is very tick and dosage is small, but enough for washing entire face. i have bought big size, and i've been using it every day for 6 months, but there is still half bottle left.... can't wait it to finish so i can try something else.last for long, but not for my skin",CeraVe,"['nt', 'pimples', 'nt', 'cleaned', 'neutrogena', 'east', 'nt', 'worse', 'economic', 'consistence', 'tick', 'dosage', 'washing', 'entire', 'size', 'months', 'left', 'nt', 'wait', 'finish', 'else last', 'not']",nt pimple nt cleaned neutrogena east nt worse economic consistence tick dosage washing entire size month left nt wait finish else last not,-0.04,negative
5,"one of the best hydrating cleansers i have found for the price! it is fragranceless, which is terrible for your skin, and doesn't leave your skin feeling tight. i like that it has hyaluronic acid. i have dry skin. i use this cleanser and the cerave moisturizer in the tub. i use it in the morning for extra hydration, then i switch to another cleanser at night. the people who are giving this a low rating don't understand what it is for. this is not a makeup remover. there are no claims that it will remove makeup. if you wear makeup, you should be taking your makeup off with some type of makeup removal product first. then go in with this cleanser.best hydrating cleanser! works for both normal and oily skin.",CeraVe,"['cleansers', 'fragranceless', 'terrible', 'nt', 'tight', 'hyaluronic', 'acid', 'tub', 'extra', 'hydration', 'switch', 'rating', 'nt', 'understand', 'not', 'remover', 'claims', 'remove', 'type', 'removal', 'cleanser best', 'normal']",cleanser fragranceless terrible nt tight hyaluronic acid tub extra hydration switch rating nt understand not remover claim remove type removal cleanser best normal,-0.005714285714285722,negative
5,i have used many expensive cleanser and cleaning face products. i have to say this one was not only the cheapest but the best quality!the best cleanser,CeraVe,"['expensive', 'cleaning', 'products', 'not', 'cheapest', 'quality']",expensive cleaning product not cheapest quality,-0.5,negative
5,"this is the best product to use as a face wash. gets rid of grease, dirt and doesn’t clog your pores.from a clinical pharmacist - choose this",CeraVe,"['rid', 'grease', 'dirt', 'clog', 'pores from', 'clinical', 'pharmacist', 'choose']",rid grease dirt clog pores from clinical pharmacist choose,0.0,neutral
5,only thing that gets my skin clearbest,CeraVe,['clearbest'],clearbest,0.0,neutral
5,moistures my skin very well without the oil feeling or lookmy new fav,CeraVe,"['moistures', 'lookmy', 'fav']",moisture lookmy fav,0.0,neutral
5,a lot of product for a great price!removes the oily feeling from my face,CeraVe,['removes'],remove,0.0,neutral
5,ease of useworks wonders for facial cleaning,CeraVe,"['ease', 'useworks', 'wonders', 'cleaning']",ease useworks wonder cleaning,0.0,neutral
5,if you have oily skin once this is a good products. go get yoursgreat product,CeraVe,"['products', 'yoursgreat']",product yoursgreat,0.0,neutral
5,as good as advertisedwash for oily face,CeraVe,['advertisedwash'],advertisedwash,0.0,neutral
5,my complaint i’d that i was sent a bottle with a broken dispenser and loose most of it trying to get enough to use. however i like the product and have been using it for several years. it was recommended by a dermatologist.unhappy,CeraVe,"['complaint', 'broken', 'loose', 'recommended', 'dermatologist unhappy']",complaint broken loose recommended dermatologist unhappy,-0.34423076923076923,negative
5,this is the product i cannot live without! ever since i’ve been using it’s clear my face is my daily go tobest of the best,CeraVe,"['not', 'live', 'tobest']",not live tobest,-0.06818181818181818,negative
5,this product is terrific! great price too.cerave cleanser,CeraVe,"['terrific', 'too cerave']",terrific too cerave,0.0,neutral
5,sick of going through so many facial scrubs and feeling like they aren't very affective as shown on tv.this does the trick as long as you are consistent.not oily and doesn't make my face dry.a dab will do ya!works great!,CeraVe,"['sick', 'scrubs', 'nt', 'affective', 'tv this', 'trick', 'consistent not', 'nt', 'dry a', 'dab', 'ya']",sick scrub nt affective tv this trick consistent not nt dry a dab ya,-0.176984126984127,negative
5,this is a sign that you should purchase it! great product!the best,CeraVe,"['sign', 'purchase']",sign purchase,0.0,neutral
5,hands down one of the best face washface wash,CeraVe,"['hands', 'washface']",hand washface,0.0,neutral
4,i really love this cleanser so far but the fragrance is awful! it’s like a mix of melted plastic & heavy perfume. i don’t understand why this even needs fragrance since it’s a product targeted for sensitive skin types. really wish it was fragrance free. the scent is the only bad thing about this product. other than that it’s a fantastic cleanser.great cleanser! horrible smell!,La Roche-Posay,"['love', 'awful', 'mix', 'melted', 'plastic', 'heavy', 'perfume', 'understand', 'targeted', 'types', 'bad', 'fantastic', 'cleanser great', 'horrible']",love awful mix melted plastic heavy perfume understand targeted type bad fantastic cleanser great horrible,-0.1714285714285714,negative
4,"according to my wife, this product was meant to work well with oilily skin, and it does not.per my wife",La Roche-Posay,"['wife', 'meant', 'oilily', 'not per', 'wife']",wife meant oilily not per wife,0.0,neutral
4,the product is great but the pump is missing :(great product,La Roche-Posay,['missing'],missing,-0.2,negative
4,"i'm middle aged i have extremely oily skin; have all my life.  i think i've been overly exfoliating lately and now my face is a real oil slick; gross! i purchased this as my 2nd step after using my oil cleanser.  so far, so good.  it's been about 3 weeks since i've started using it and i can definitely see a decrease in my oil production so it must be doing the job.  i also have fairly sensitive skin and i have not experienced any discomfort since i started using this.  the fragrance is light and tolerable.  the only thing is i had to take one star away due to the bottle being delivered missing the pump.  what's that all about?? luckily, i had an extra one from an old bottle. i'd recommend this product and i most likely will purchase again.nice oily skin cleanser",La Roche-Posay,"['middle', 'aged', 'extremely', 'life', 'overly', 'exfoliating', 'real', 'slick', 'gross', 'step', 'weeks', 'decrease', 'production', 'job', 'not', 'experienced', 'discomfort', 'light', 'tolerable', 'star', 'delivered', 'missing', 'luckily', 'extra', 'recommend', 'purchase', 'again nice']",middle aged extremely life overly exfoliating real slick gross step week decrease production job not experienced discomfort light tolerable star delivered missing luckily extra recommend purchase again nice,-0.020000000000000007,negative
4,"this is a great product but if your skin is more on the dry side than oily, get their hydration cleanser instead!does the job",La Roche-Posay,"['hydration', 'job']",hydration job,0.0,neutral
4,"good feeling after the wash, unfortunately drips down to your eyes fast so be careful burns bad!50/50 makes skin soft/burns the eyes!",La Roche-Posay,"['drips', 'eyes', 'fast', 'careful', 'burns', 'bad', 'softburns', 'eyes']",drip eye fast careful burn bad softburns eye,-0.19999999999999996,negative
4,my son uses it and likes it…bought for pre teen son,La Roche-Posay,"['son', 'likes', 'itbought', 'pre', 'teen', 'son']",son like itbought pre teen son,0.0,neutral
4,i like to shave with it. it has worked well for me so far. if it smelled really good i would probably reorder.could smell better. its the one drawback.,La Roche-Posay,"['shave', 'smelled', 'reorder could', 'drawback']",shave smelled reorder could drawback,0.0,neutral
4,"all my dermatologists and most of my friend's dermatologists recommend this product (in brazil). i am asian and prone to dark spots so i've been using this product for a long time. the bar works better for my purpose (clear small dark spots), because it contains acid but i can't find it in usa! anyway don't expect it to ""heal"" your deep dark spots because that only a laser treatment will do. but for your light spots caused by sun exposure this works very well.la-roche fan",La Roche-Posay,"['dermatologists', 'friend', 'dermatologists', 'recommend', 'brazil', 'asian', 'prone', 'dark', 'spots', 'bar', 'purpose', 'dark', 'spots', 'acid', 'nt', 'usa', 'nt', 'expect', 'heal', 'deep', 'dark', 'spots', 'laser', 'treatment', 'light', 'spots', 'caused', 'exposure', 'well laroche', 'fan']",dermatologist friend dermatologist recommend brazil asian prone dark spot bar purpose dark spot acid nt usa nt expect heal deep dark spot laser treatment light spot caused exposure well laroche fan,-0.008333333333333323,negative
4,"it's not good for my sensitive skin, every time i use it, my skin feel burned after using this, after i switch to another face wash, symptoms goes away. i tried several times, and its still the same problem, i gave up.not for sensitive skin",La Roche-Posay,"['not', 'burned', 'switch', 'symptoms', 'times', 'up not']",not burned switch symptom time up not,0.0,neutral
4,good quality!good,La Roche-Posay,['quality'],quality,0.0,neutral
4,used to use another acne product by la roche posay -- like it better but it isn't available anymore.  so far this product is ok -- broke out after first using it but things have cleared up now.  sometimes with acne it has to get worse before getting better.  skin tone has improved and some of the more stubborn clogged pores have unclogged.  overall recommend this product.different....,La Roche-Posay,"['roche', 'posay', 'nt', 'broke', 'cleared', 'worse', 'tone', 'improved', 'stubborn', 'clogged', 'pores', 'unclogged', 'recommend', 'product different']",roche posay nt broke cleared worse tone improved stubborn clogged pore unclogged recommend product different,-0.2,negative
4,didn’t feel like my face was throughly wash my skin still felt dirty.lathered well,La Roche-Posay,"['throughly', 'dirty lathered']",throughly dirty lathered,-0.6,negative
4,"it came not really packed, and it's not the best la roshe posay soaphm",La Roche-Posay,"['not', 'packed', 'not', 'roshe', 'posay', 'soaphm']",not packed not roshe posay soaphm,0.0,neutral
4,"one of the best face cleansers for combination and oily skin, my  dermatologist recomended to leave it for 2 minutes before rinsing it off, it works great. wouldn't recommend for sensitive skingooood",La Roche-Posay,"['cleansers', 'combination', 'recomended', 'minutes', 'rinsing', 'nt', 'recommend', 'skingooood']",cleanser combination recomended minute rinsing nt recommend skingooood,0.0,neutral
4,"works well, slightly drying but only if you don't moisturize afterward (which of course is a silly thing to do). unfortunately they test on animals, otherwise, i'd keep buying.works well, slightly drying but only if you don't ...",La Roche-Posay,"['nt', 'afterward', 'silly', 'animals', 'buying works', 'nt']",nt afterward silly animal buying works nt,-0.5,negative
4,this is the only one my daughter will useexcellent product,La Roche-Posay,"['daughter', 'useexcellent']",daughter useexcellent,0.0,neutral
4,doesn’t foam as much as the one in the old package... but i still like the scentbut i still like the scent,La Roche-Posay,"['package', 'scentbut']",package scentbut,0.0,neutral
4,it's okay not the best. try to find cheaper better items.four stars,La Roche-Posay,"['not', 'cheaper', 'items four', 'stars']",not cheaper items four star,0.0,neutral
4,it works good so far as a cleaner..but i dont think it could help me to heal my acne ..because ive been using it 3 weeks ago and i never stop breaking out😏for sensitive skin💯,La Roche-Posay,"['cleaner', 'heal', 'weeks', 'breaking', 'outfor']",cleaner heal week breaking outfor,0.0,neutral
4,smells a bit weird but overall good product.four stars,La Roche-Posay,"['smells', 'weird', 'product four', 'stars']",smell weird product four star,-0.5,negative
4,"a little pricy,  but it is a great cleanser for face and body. just use a small amount for each part of the body cause a little goes a long way.but it is a great cleanser for face and body",La Roche-Posay,"['pricy', 'way but']",pricy way but,0.0,neutral
4,i personally prefer the deep cream cleanser by la roche-posay but it might be a better deal considering the price.... cleanser by la roche-posay but it might be a better deal considering the price,La Roche-Posay,"['personally', 'prefer', 'deep', 'rocheposay', 'deal', 'rocheposay', 'deal']",personally prefer deep rocheposay deal rocheposay deal,0.0,neutral
4,works finefour stars,La Roche-Posay,"['finefour', 'stars']",finefour star,0.0,neutral
4,i always use that and i like a lot.four stars,La Roche-Posay,"['lot four', 'stars']",lot four star,0.0,neutral
4,good productfour stars,La Roche-Posay,"['productfour', 'stars']",productfour star,0.0,neutral
5,part of my morning routine! helps tame my oily skin!life saver,La Roche-Posay,"['helps', 'tame', 'life', 'saver']",help tame life saver,-0.21666666666666667,negative
5,i use it everydaylove it,La Roche-Posay,['everydaylove'],everydaylove,0.0,neutral
5,better than ceraveoily skin face wash,La Roche-Posay,['ceraveoily'],ceraveoily,0.0,neutral
5,great cleanser for the end of the day to remove makeup and other products off the face.cleanser,La Roche-Posay,"['remove', 'products', 'face cleanser']",remove product face cleanser,0.0,neutral
5,"i have combination skin and really liked this cleanser. didn’t strip my skin from essential oils , still felt hydrated after and not dry. washed away 90% of my makeup before going in with micellar waterperfect for combination",La Roche-Posay,"['combination', 'strip', 'essential', 'oils', 'hydrated', 'not', 'washed', 'micellar', 'waterperfect', 'combination']",combination strip essential oil hydrated not washed micellar waterperfect combination,0.0,neutral
5,"i have both the la roche-posay and cetaphil cleansers.  both are top-rated.  la roche-posay is significantly more expensive, but the quality of materials feels at the next level, which makes the price justifiable.  one issue--once you apply it to the face, it's impossible to rinse-off.  some residue keeps making bubbles.  my solution--rinse it off with a bit of soap.  problem solved!quality you expect for the price",La Roche-Posay,"['rocheposay', 'cetaphil', 'cleansers', 'toprated', 'rocheposay', 'expensive', 'quality', 'materials', 'feels', 'level', 'justifiable', 'impossible', 'rinseoff', 'residue', 'bubbles', 'solution', 'rinse', 'soap', 'solved', 'quality', 'expect']",rocheposay cetaphil cleanser toprated rocheposay expensive quality material feel level justifiable impossible rinseoff residue bubble solution rinse soap solved quality expect,-0.5833333333333333,negative
5,"works great for my husband. visible shrinks his pores, and leaves his skin gleaming after use.for my husbands oily skin",La Roche-Posay,"['husband', 'visible', 'shrinks', 'pores', 'leaves', 'gleaming', 'use for', 'husbands']",husband visible shrink pore leaf gleaming use for husband,0.0,neutral
5,it’s a very good product cleanse and leaves your skin softlove it,La Roche-Posay,"['cleanse', 'leaves', 'softlove']",cleanse leaf softlove,0.0,neutral
5,goodcleanser,La Roche-Posay,['goodcleanser'],goodcleanser,0.0,neutral
5,"i’ve been using this cleanser 3 years now, and this is the first time i bought it from amazon; i could say it’s legit, same feeling, odor and texture.10/10",La Roche-Posay,"['amazon', 'legit', 'odor', 'texture ']",amazon legit odor texture ,0.0,neutral
5,my go to for cleanser and it’s so reliablein laroche we trust,La Roche-Posay,"['reliablein', 'laroche', 'trust']",reliablein laroche trust,0.0,neutral
5,someone gave me a bottle and i really liked it so i reordered it and will continue using it.face wash,La Roche-Posay,"['reordered', 'continue', 'it face']",reordered continue it face,0.0,neutral
5,"great face wash, works well to control oil, look no further if you have oily skin and get it!10 stars if could",La Roche-Posay,['stars'],star,0.0,neutral
5,"this is the best face wash i’ve ever used. i’ve tried many over the years including quite a few recommended by dermatologist. this was recommended by my current dermatologist after going to get a few skin cancers removed. i have very sensitive-combination skin, deep pores and a lot of sun damage. it is purifying as stated so it will cause all impurities to come to the surface. don’t be alarmed, that’s a good thing. keep using it. it will also dry your skin some as it’s treating sun damage, not fun but necessary, so definitely get the moisturizer that best suits your skin type.recommended by my dermatologist.",La Roche-Posay,"['including', 'recommended', 'recommended', 'current', 'cancers', 'removed', 'sensitivecombination', 'deep', 'pores', 'damage', 'purifying', 'stated', 'impurities', 'surface', 'alarmed', 'treating', 'damage', 'not', 'fun', 'suits', 'type recommended']",including recommended recommended current cancer removed sensitivecombination deep pore damage purifying stated impurity surface alarmed treating damage not fun suit type recommended,-0.049999999999999996,negative
5,smell good and it’s doing the jobso far so good,La Roche-Posay,['jobso'],jobso,0.0,neutral
5,this is the best in the market in my opinion.i am 41 years old man and i would say this perfectbest,La Roche-Posay,"['market', 'opinion i', 'perfectbest']",market opinion i perfectbest,0.0,neutral
5,works well to clear skin in a couple daysgood stuff,La Roche-Posay,"['couple', 'daysgood']",couple daysgood,0.0,neutral
5,"so i struggle from hormonal acne. bad. to the point where it hurt and made me feel beyond insecure. especially since i’m nearly 30 with these massive bumps in my face. i have tried so many different types of face wash it’s insane.but this right here, the bottle is massive, it’s so gentle and barely any smell.i use this twice a day. it does dry out your skin a little bit so i suggest a good moisturizer.my face has cleared up tremendously and i’ve only been using this for a little over a week.try it! you won’t be disappointed!yes for hormonal acne!",La Roche-Posay,"['struggle', 'bad', 'hurt', 'insecure', 'massive', 'bumps', 'types', 'insane but', 'massive', 'gentle', 'barely', 'smell i', 'moisturizer my', 'cleared', 'tremendously', 'week try', 'disappointed']",struggle bad hurt insecure massive bump type insane but massive gentle barely smell i moisturizer my cleared tremendously week try disappointed,-0.2629629629629629,negative
5,"i can only assume that everyone else trying this product has also tried a dozen other skincare products that claim to eliminate oily skin while also being sensitive enough not to dry it out. i also assume that most people looking at this product failed to find a legitimate skincare product that works. perhaps it is because the french are fancy and expect the best, but they do know how to make one hell of a face wash.when i first tried the product, i thought it was useless because it felt quite close to water on my face (although it is still viscous--it's a weird feeling you will get used to). the smell is also a little off: kind of like grandma's house but with a medical cleaner edge. despite the smell and the lack of that ""i am definitely clean!"" feeling, this stuff has done miracles for my face. it does not dry my face out, which means my face is not constantly trying to defeat itself by producing more oil and it does a nice job of keeping ""the shine"" away (all of you with oily faces know what i am talking about). it is my go-to morning shower face wash and it has really helped my skin look better.as usual, this product may not be the one for you (curse you dermatological gods!) but it is the one that works for me. buy one, use it for a week, and see what happens. good luck!godsend for oily skin",La Roche-Posay,"['assume', 'dozen', 'products', 'claim', 'eliminate', 'not', 'assume', 'failed', 'legitimate', 'french', 'fancy', 'expect', 'wash when', 'useless', 'close', 'water', 'viscous', 'weird', 'grandma', 'house', 'medical', 'cleaner', 'edge', 'lack', 'clean', 'miracles', 'not', 'not', 'constantly', 'defeat', 'producing', 'nice', 'job', 'keeping', 'shine', 'talking', 'goto', 'shower', 'helped', 'better as', 'usual', 'not', 'curse', 'dermatological', 'gods', 'luck', 'godsend']",assume dozen product claim eliminate not assume failed legitimate french fancy expect wash when useless close water viscous weird grandma house medical cleaner edge lack clean miracle not not constantly defeat producing nice job keeping shine talking goto shower helped better as usual not curse dermatological god luck godsend,-0.028333333333333332,negative
5,no over drying or irritation! a little goes a long way !oily skin must have,La Roche-Posay,['irritation'],irritation,0.0,neutral
5,the best cleanser for oily skingood product for sensitive skin,La Roche-Posay,['skingood'],skingood,0.0,neutral
5,"you need to wash your face 3 times a day with this, very efectivevery efective",La Roche-Posay,"['times', 'efectivevery', 'efective']",time efectivevery efective,0.0,neutral
