Rating,Review,Brand,NoStopW Tokens,Lemmatized Tokens,VADER Polarity Score,VADER Sentiment
3,"if you, like myself, suffer from anxiety and have a bad habit of skin picking, you probably shouldn't use this. i almost immediately began a new bad habit of rubbing my skin to the point of bruising because the moisturizer has a subtle grittiness to it that makes it addicting to rub off of my skin into little nubbins, leaving this residue all over my clothes and floor. it's like putting glue on your hands back in kindergarten and rubbing it off for fun except it's anxiety and it leaves you with very irritated skin. so yeah, not a good moisturizer for the anxiety-ridden, but otherwise not bad!good, but not for the anxious",La Roche-Posay,"['suffer', 'anxiety', 'bad', 'habit', 'picking', 'nt', 'bad', 'habit', 'rubbing', 'bruising', 'subtle', 'grittiness', 'addicting', 'nubbins', 'leaving', 'residue', 'clothes', 'floor', 'putting', 'glue', 'hands', 'kindergarten', 'rubbing', 'fun', 'anxiety', 'leaves', 'irritated', 'yeah', 'not', 'anxietyridden', 'not', 'bad', 'not', 'anxious']",suffer anxiety bad habit picking nt bad habit rubbing bruising subtle grittiness addicting nubbin leaving residue clothes floor putting glue hand kindergarten rubbing fun anxiety leaf irritated yeah not anxietyridden not bad not anxious,-0.9052,negative
3,so disappointed. great reviews but after less than a week i developed a macular type rash on my face. stopped using and within 5 days rash was gone.rash developed,La Roche-Posay,"['disappointed', 'reviews', 'developed', 'macular', 'type', 'rash', 'stopped', 'days', 'rash', 'gone rash', 'developed']",disappointed review developed macular type rash stopped day rash gone rash developed,-0.9022,negative
3,"i usually tolerate retinol products well, however when i used this one i woke up the next day with my face and chest (yes i put it on my chest for some reason) broken out in hives and very itchy.it’s been two weeks and i still can’t wear a necklace because of the irritation. it has been very bad, although my skin doesn’t look terrible. would test it out before you use it. this has not been pleasanti got a severe allergic reaction to this",CeraVe,"['tolerate', 'products', 'woke', 'chest', 'chest', 'reason', 'broken', 'hives', 'itchy it', 'weeks', 'necklace', 'irritation', 'bad', 'terrible', 'not', 'pleasanti', 'severe', 'allergic', 'reaction']",tolerate product woke chest chest reason broken hive itchy it week necklace irritation bad terrible not pleasanti severe allergic reaction,-0.9007,negative
3,i just received it so haven’t  tried it on my face yet. smell isn’t bad. packaging is upsetting! it leaked in side of the amazon box! i lost about 2 table spoons! the bottles top wasn’t locked at all! not happy!horrible packaging it leaked inside of the box!,La Roche-Posay,"['received', 'bad', 'upsetting', 'leaked', 'amazon', 'lost', 'table', 'spoons', 'bottles', 'locked', 'not', 'happy', 'horrible', 'leaked']",received bad upsetting leaked amazon lost table spoon bottle locked not happy horrible leaked,-0.899,negative
3,"tried it for a month, it was good at first but then it started to burn, dry out and irritate my skin. i continued to use it to see if it had something to do with me but it got worse and i had to stop. take in mind that i do have very sensitive skin but i thought this would work for me after hearing good reviews. a bit disappointing.it started to burn, dry out and irritate my skin",CeraVe,"['burn', 'irritate', 'continued', 'worse', 'mind', 'hearing', 'reviews', 'disappointing it', 'burn', 'irritate']",burn irritate continued worse mind hearing review disappointing it burn irritate,-0.8979,negative
3,"even though i applied a small amount on acne spots (not a general application across my face), it feels super itchy! i’m not sure if that’s normal so i’m going to return it and buy it from a legit retailer. i’ll update this review with my findings. make sure you shake the bottle, too - the serum came out super blotchy at first.is it supposed to feel itchy?",La Roche-Posay,"['applied', 'spots', 'not', 'application', 'feels', 'super', 'itchy', 'not', 'normal', 'return', 'legit', 'retailer', 'update', 'findings', 'shake', 'super', 'blotchy', 'first is', 'supposed', 'itchy']",applied spot not application feel super itchy not normal return legit retailer update finding shake super blotchy first is supposed itchy,-0.8805,negative
3,"i used this during the summer when my skin was greasy and that helped control the oiliness a lot. however, now that it's winter, this product has left my skin drier than ever. the cleanser is drying my skin out and causing me to flake badly. i do not recommend this product if you have dry skin.good for summer. bad for winter.",CeraVe,"['summer', 'greasy', 'helped', 'oiliness', 'winter', 'left', 'drier', 'causing', 'flake', 'badly', 'not', 'recommend', 'skin good', 'summer', 'bad', 'winter']",summer greasy helped oiliness winter left drier causing flake badly not recommend skin good summer bad winter,-0.8783,negative
3,"excited for the product but the lid of the bottle came broken??? there’s no pump. really disappointed considering i have 3 different kind of sunscreens from them, 3 lotions, and face wash…. why would someone purposely put the broken cap one in the bag?came broken",CeraVe,"['excited', 'lid', 'broken', 'disappointed', 'sunscreens', 'lotions', 'purposely', 'broken', 'cap', 'broken']",excited lid broken disappointed sunscreen lotion purposely broken cap broken,-0.875,negative
3,"the first bottle i bought worked great, it removed all my makeup without any skin irritation. the second bottle smelled awful, like something was rotting inside the bottle. it also did not remove my make up like the first bottle did. it's a great product but i would not purchase this from amazon again.first purchase worked wonders. second purchase smelled awful.",La Roche-Posay,"['removed', 'irritation', 'smelled', 'awful', 'rotting', 'not', 'remove', 'not', 'purchase', 'amazon', 'again first', 'purchase', 'wonders', 'purchase', 'smelled', 'awful']",removed irritation smelled awful rotting not remove not purchase amazon again first purchase wonder purchase smelled awful,-0.8695,negative
3,"i gave this to my teenager for a bad outbreak of acne. she said it definitely worked, visibly reduced the redness and acne, but after using it for two days, her skin started peeling. she switched to using it every third day and it was still too harsh. so now she's only using it as a one-off when she has a bad breakout.harsh but effective",La Roche-Posay,"['teenager', 'bad', 'outbreak', 'visibly', 'reduced', 'redness', 'days', 'peeling', 'switched', 'harsh', 'oneoff', 'bad', 'breakout harsh', 'effective']",teenager bad outbreak visibly reduced redness day peeling switched harsh oneoff bad breakout harsh effective,-0.8658,negative
3,i like the lotion but it was packaged badly and the pump thing was broken so now it’s really hard to get lotion out (also yes i do know to spin and unlock it)product was good but came broken,CeraVe,"['packaged', 'badly', 'broken', 'hard', 'spin', 'unlock', 'broken']",packaged badly broken hard spin unlock broken,-0.8658,negative
3,purchased on sep.13 and received on oct.04. the package of the product was damaged and it will expired on jan.01.2024. my heart was broken. such a bad experience.received a product which only has two months before expiration date.,CeraVe,"['sep ', 'received', 'oct ', 'package', 'damaged', 'expired', 'jan  ', 'heart', 'broken', 'bad', 'experience received', 'months', 'expiration']",sep  received oct  package damaged expired jan   heart broken bad experience received month expiration,-0.8591,negative
3,"so i had been using cetaphil with good results then i read a review that said how there was basically nothing good in cetaphil and that cerave had much better ingredients so i switched.  i bought a big bottle to avoid running out.  i have been battling some kind of face issue for the last 3 months for example a tiny tiny pebble jumped out of the lawn mower and hit me in the face and it just kept getting worse and worse for the last 3-4 weeks . i'm not a teenager, i'm old and then one night when i was falling asleep  i wondered what new fresh facial hell i was going to wake up to in the morning then it hit me...all this crap started when i started to use cerave. so i ordered cetaphil again and honestly, within 2 days that pebble mark started healing...i do have sensitive skin but it's usually just the drying ingredient in most products that i can't tolerate but cerave just isn't for me...read reviews",CeraVe,"['cetaphil', 'read', 'basically', 'cetaphil', 'ingredients', 'switched', 'avoid', 'running', 'battling', 'months', 'tiny', 'tiny', 'pebble', 'jumped', 'lawn', 'mower', 'hit', 'worse', 'worse', 'weeks', 'not', 'teenager', 'falling', 'asleep', 'wondered', 'fresh', 'wake', 'hit', 'crap', 'cetaphil', 'days', 'pebble', 'mark', 'healing', 'products', 'nt', 'tolerate', 'nt', 'read', 'reviews']",cetaphil read basically cetaphil ingredient switched avoid running battling month tiny tiny pebble jumped lawn mower hit worse worse week not teenager falling asleep wondered fresh wake hit crap cetaphil day pebble mark healing product nt tolerate nt read review,-0.854,negative
3,"i normally love cerave products but this one was disappointing. it feels great on the skin, and it’s lightly scented. great for first thing in the morning.however, you have to rub until it’s just rubbed in or it will turn into this terrible white residue.i’ve made it work for me anyway since i have dry skin so i found if i put on my facial oil first and then this product it cuts down the residue severely.don’t think i will buy it again though. the neutrogena spf invisible daily defense facial serum works the best for me.bad residue",CeraVe,"['love', 'products', 'disappointing', 'feels', 'lightly', 'scented', 'morning however', 'rubbed', 'terrible', 'residue i', 'cuts', 'residue', 'severely don', 'neutrogena', 'invisible', 'defense', 'me bad', 'residue']",love product disappointing feel lightly scented morning however rubbed terrible residue i cut residue severely don neutrogena invisible defense me bad residue,-0.8481,negative
3,"ugh, made me break out so bad! perhaps it was my skin’s reaction and not the product itself. literally had cysts under my skin for weeks.i broke out :(",CeraVe,"['ugh', 'break', 'bad', 'reaction', 'not', 'literally', 'cysts', 'weeks i', 'broke']",ugh break bad reaction not literally cyst weeks i broke,-0.8442,negative
3,"i was excited to get this product, but disappointed because the pump stopped working after a week. it no longer works so i am very frustrated. i couldn’t give a better review because i was only able to use for one week.disappointed/",CeraVe,"['excited', 'disappointed', 'stopped', 'frustrated', 'week disappointed']",excited disappointed stopped frustrated week disappointed,-0.8442,negative
3,i used under moisturizer for about 3 weeks but my skin broke out so bad that i stopped using it and went back to my old routine.stopped using,CeraVe,"['weeks', 'broke', 'bad', 'stopped', 'routine stopped']",week broke bad stopped routine stopped,-0.8442,negative
3,"i've had it for a few days now and washed my face with it every night. however, in the morning i've been waking up with swollen eye lids. sadly this isn't the first time this happened, but my dermatologist and i narrowed it down to benzyl peroxide before - which isn't listed in the ingredient list. so i guess there is something else in this product i'm allergic to too. i have to discontinue use sadly, i was really looking forward to seeing if it could help clear my skin up and even out my skin tone.allergic",CeraVe,"['days', 'washed', 'waking', 'swollen', 'lids', 'sadly', 'nt', 'happened', 'narrowed', 'benzyl', 'peroxide', 'nt', 'listed', 'list', 'guess', 'allergic', 'discontinue', 'sadly', 'tone allergic']",day washed waking swollen lid sadly nt happened narrowed benzyl peroxide nt listed list guess allergic discontinue sadly tone allergic,-0.8402,negative
3,"there was nowhere to report that it was packed in large box very loosely and the top pump was broken off.  ugh, guess i'll buy these types if things in person in the futureproduct ok but pump top was broken",CeraVe,"['report', 'packed', 'loosely', 'broken', 'ugh', 'guess', 'types', 'person', 'futureproduct', 'broken']",report packed loosely broken ugh guess type person futureproduct broken,-0.8402,negative
3,"after reading the reviews i thought i had found a moisturizer that would work.  sadly, i was wrong.  my skin is drier now than when i used my roc moisturizer.  it's a once-and-done thing for me.disappointed",La Roche-Posay,"['reading', 'reviews', 'sadly', 'wrong', 'drier', 'roc', 'onceanddone', 'me disappointed']",reading review sadly wrong drier roc onceanddone me disappointed,-0.8402,negative
3,"i really like cerave light weight lotion for my face. so i decided to give this spf 30 cerave sunscreen a try. i am not a fan of sunscreens but with today's sun, the uva uvb rays is damaging to skin. so decided to start using sunscreen.  i felt like this sunscreen was thick and felt like the sunscreens one would use for beach days etc.  after applying it looks oily but absorbs quickly on face if you apply small amounts at a time.  if you try to apply a large quantity at once, it will take awhile to disappear from skin.  it didn't feel moisturizing either. this product felt like my pores couldn't breathe. after washing it off, my skin felt dried out and i have combination skin. it didn't feel like a moisturizer but again more of a sunscreen.  i have skin that's prone to occasional acne and need a product that is light and breathable for my skin. i am on the verge of returning this sunscreen but still deciding if to keep it and wear on days where i am going to be in direct sun for more than 2 hours like the parks, beaches etc.  i don't think i will be purchasing this cerave am face lotion with spf 30 again.kinda of disappointed with the texture and thick feeling of product.",CeraVe,"['light', 'weight', 'decided', 'not', 'fan', 'sunscreens', 'uva', 'uvb', 'rays', 'damaging', 'decided', 'start', 'sunscreens', 'beach', 'days', 'absorbs', 'amounts', 'quantity', 'awhile', 'disappear', 'nt', 'pores', 'nt', 'breathe', 'washing', 'dried', 'combination', 'nt', 'prone', 'occasional', 'light', 'breathable', 'verge', 'returning', 'deciding', 'days', 'direct', 'hours', 'parks', 'beaches', 'nt', 'purchasing', 'again kinda', 'disappointed']",light weight decided not fan sunscreen uva uvb ray damaging decided start sunscreen beach day absorbs amount quantity awhile disappear nt pore nt breathe washing dried combination nt prone occasional light breathable verge returning deciding day direct hour park beach nt purchasing again kinda disappointed,-0.8389,negative
3,"i have just started using the foaming gel and i like it so far. however, the packaging is terrible (leaked all over the inside of the amazon box) and it's frustrating that there are no instructions written on the bottle. not that it's rocket science, but it would still be nice to have specific details of use.... have just started using the foaming gel and i like it so far",La Roche-Posay,"['terrible', 'leaked', 'amazon', 'frustrating', 'instructions', 'written', 'not', 'rocket', 'science', 'nice', 'specific', 'details']",terrible leaked amazon frustrating instruction written not rocket science nice specific detail,-0.8373,negative
3,"i thought, actually i am fairly certain, these types of products should not have perfumes or fragrances. this product in particular has a very strong, and unpleasant, perfume. i would really like to know why la roche-posay has this in the sensitive skin products.i have a hard time using every night when i cannot handle the strong perfume !",La Roche-Posay,"['types', 'products', 'not', 'perfumes', 'fragrances', 'strong', 'unpleasant', 'perfume', 'rocheposay', 'products i', 'hard', 'not', 'handle', 'strong', 'perfume']",type product not perfume fragrance strong unpleasant perfume rocheposay products i hard not handle strong perfume,-0.8361,negative
3,the product itself is fine. but it was not packaged in a way to be shipped. it arrived loose in a big box with multiple other items. the lid was loose and the product leaked out and got on everything. what a mess!leaked all over everything,CeraVe,"['fine', 'not', 'packaged', 'shipped', 'arrived', 'loose', 'multiple', 'items', 'lid', 'loose', 'leaked', 'mess', 'leaked']",fine not packaged shipped arrived loose multiple item lid loose leaked mess leaked,-0.836,negative
3,"for such an expensive drug store eye cream, i’d expect a little nicer packaging. i stopped buying cerave because of their ugly, boring packaging. when i do my skincare routine at night after a long day of being broke and depressed, i look forward to using products that look fancy even if they’re not super expensive. it seems silly, i know, but nice packaging makes me happy. i ended up buying similar price drug store brands that come in prettier packaging instead. many even work better than cerave. the cream does nothing, and it dries out fast. i wouldn’t buy it again. it’s much better than the elf eye cream for sure. but lower quality than olay, roc, and pixi by petra.nothing special & ugly packaging",CeraVe,"['expensive', 'drug', 'store', 'expect', 'nicer', 'stopped', 'buying', 'ugly', 'boring', 'broke', 'depressed', 'products', 'fancy', 'not', 'super', 'expensive', 'silly', 'nice', 'happy', 'buying', 'drug', 'store', 'brands', 'prettier', 'dries', 'fast', 'elf', 'quality', 'olay', 'roc', 'pixi', 'petra nothing', 'special', 'ugly']",expensive drug store expect nicer stopped buying ugly boring broke depressed product fancy not super expensive silly nice happy buying drug store brand prettier dry fast elf quality olay roc pixi petra nothing special ugly,-0.835,negative
3,"shoooo this stuff dried my skin out like nothing else and gave me a hive-like rash. used it twice in a week (at night) and i swear it sucked all the moisture out of my face. helped with acne but came with a price of dryness/irritation. i replaced this with their adapalene gel which it less harsh and still offers the same results. if you have sensitive skin, i would pass on this stuff.major dryness",La Roche-Posay,"['shoooo', 'dried', 'hivelike', 'rash', 'swear', 'sucked', 'helped', 'drynessirritation', 'replaced', 'adapalene', 'harsh', 'offers', 'pass', 'stuff major', 'dryness']",shoooo dried hivelike rash swear sucked helped drynessirritation replaced adapalene harsh offer pas stuff major dryness,-0.8316,negative
3,maybe my skin is just to used to harsh products but when i use this it feels and looks like is washes nothing way to weak my skin is still oily aftertoo weak,CeraVe,"['harsh', 'products', 'feels', 'washes', 'weak', 'aftertoo', 'weak']",harsh product feel wash weak aftertoo weak,-0.8271,negative
3,i like the moisturizer but the dispenser is really bad and cheap. the dispenser is so weird that you don't know which direction the moisturizer will come up with you press the pump.very bad dispenser,CeraVe,"['bad', 'cheap', 'weird', 'nt', 'direction', 'press', 'pump very', 'bad']",bad cheap weird nt direction press pump very bad,-0.8271,negative
3,"this product really did work for me- i noticed improvement almost immediately. based on this it is a five star product. the problem is the fragrance. it was so bad it aggravated my asthma (and i almost never have trouble with asthma anymore). i don’t understand why any face serum/cream would have fragrance. also, fyi i posted this review on the la roche website and the content moderators refused to post it, i guess they don’t post critical reviews. if you aren’t bothered by very strong (floral maybe?) scent, this product really does work well.works but fragrance is intolerable",La Roche-Posay,"['based', 'star', 'bad', 'aggravated', 'asthma', 'trouble', 'asthma', 'understand', 'serumcream', 'fyi', 'posted', 'roche', 'content', 'moderators', 'refused', 'post', 'guess', 'post', 'critical', 'reviews', 'bothered', 'strong', 'floral', 'well works', 'intolerable']",based star bad aggravated asthma trouble asthma understand serumcream fyi posted roche content moderator refused post guess post critical review bothered strong floral well works intolerable,-0.8271,negative
3,"the good: this ""serum"" really feels more lotion-like and could potentially be used on its own, unlike most hyluronic acid serums that are really about hydrating the skin, but need something to seal in that hydration besides it. it feels smooth on the skin and if you want to pare down the amount of products, this could potentially work.  when i realized all the ingredients in this (more down below), i switched to using this only in the morning, and right before my moisturizer and spf, and haven't had a problem.the bad: however, i typically like to use a separate moisturizer instead of a product like this. dimethicone is the fourth ingredient, so there's a good amount of it in here, and as a result, if you add any other active products to your skin after this serum, it will be harder/take longer for those to penetrate the barrier you've just applied to your skin. in addition, the fifth ingredient is alcohol denat, aka denatured alcohol, which can damage your own skin's barrier. it's designed to allow the other ingredients in the formula to penetrate deeper. in general, i try to avoid skincare products with denatured alcohol in them. but your mileage may vary.the bottom line: i'm a big fan of cerave products (their cleansers and most of their moisturizers are holy grail status for me), but this would be at the bottom of my list. i just don't think i'd get another one, so this would be a pass for me.formulation is key but still...",CeraVe,"['feels', 'lotionlike', 'hyluronic', 'acid', 'serums', 'seal', 'hydration', 'feels', 'smooth', 'pare', 'products', 'realized', 'ingredients', 'switched', 'nt', 'problem the', 'bad', 'typically', 'separate', 'dimethicone', 'fourth', 'result', 'add', 'active', 'products', 'hardertake', 'penetrate', 'barrier', 'applied', 'addition', 'alcohol', 'denat', 'aka', 'denatured', 'alcohol', 'damage', 'barrier', 'designed', 'ingredients', 'formula', 'penetrate', 'deeper', 'avoid', 'products', 'denatured', 'alcohol', 'mileage', 'vary the', 'fan', 'products', 'cleansers', 'holy', 'grail', 'status', 'list', 'nt', 'pass', 'me formulation', 'key']",feel lotionlike hyluronic acid serum seal hydration feel smooth pare product realized ingredient switched nt problem the bad typically separate dimethicone fourth result add active product hardertake penetrate barrier applied addition alcohol denat aka denatured alcohol damage barrier designed ingredient formula penetrate deeper avoid product denatured alcohol mileage vary the fan product cleanser holy grail status list nt pas me formulation key,-0.8225,negative
