Rating,Review,Brand,NoStopW Tokens,Lemmatized Tokens,VADER Polarity Score,VADER Sentiment
1,not the best make my skin dryirritate my skin,CeraVe,"['not', 'dryirritate']",not dryirritate,0.0,neutral
1,"sadly, i really wanted to love this,if not, at least like.  it was not for me. i have combination skin and this made my skin really dry and flakey.  there’s zero scent to it. i prefer the facial cleansers that leave that minty fresh feeling on my face. anyways, it just wasn’t worth the price and i gave the rest away.  i tried using this product for 2-3 months.not a fan:(",CeraVe,"['sadly', 'love', 'not', 'not', 'combination', 'flakey', 'prefer', 'cleansers', 'minty', 'fresh', 'worth', 'rest', 'months not', 'fan']",sadly love not not combination flakey prefer cleanser minty fresh worth rest months not fan,0.5629,positive
1,"i have never had an issue with a facial cleanser before, but this product started making my skin super irritated and stung a lot after the first couple of uses. initially it was fine, but after not too long it burned every time i tried to use it and i noticed i started to have a lot more smaller acne and irritated red skin than usual. after i stopped using it my skin has gradually gone back to normal. i had heard good things so i was pretty disappointed, especially since the bottle is so huge and i used hardly any of it.burned and caused acne",CeraVe,"['super', 'irritated', 'stung', 'couple', 'initially', 'fine', 'not', 'burned', 'irritated', 'red', 'usual', 'stopped', 'gradually', 'normal', 'heard', 'pretty', 'disappointed', 'huge', 'it burned', 'caused']",super irritated stung couple initially fine not burned irritated red usual stopped gradually normal heard pretty disappointed huge it burned caused,0.0516,positive
1,i bought this product under the assumption that is turns into foam as do many products on the market do. also as it'd clearly stated foaming cleanser. it does not foam up at all..i would assume the product either isn't what it's advertised as or the product has been sitting stored for yearsis not foaming,CeraVe,"['assumption', 'products', 'market', 'stated', 'not', 'assume', 'nt', 'advertised', 'sitting', 'stored', 'yearsis', 'not']",assumption product market stated not assume nt advertised sitting stored yearsis not,0.0,neutral
1,"does not foam up as much as expected, does not rinse off as thoroughly as the cream to foam wash and this foaming cleanser for normal to oily skin leaves a film of some type on your skin. other cerave products are top tier, this one in my opinion is bottom shelf.the cream to foam for normal to dry skin is a 5 star product, much better than this cerave foaming facial cleanser | makeup remover and daily face wash for oily skin.love cerave products but not this foaming face cleanser! returned to amazon!",CeraVe,"['not', 'expected', 'not', 'rinse', 'normal', 'leaves', 'film', 'type', 'products', 'tier', 'opinion', 'shelf the', 'normal', 'star', 'remover', 'skin love', 'products', 'not', 'returned', 'amazon']",not expected not rinse normal leaf film type product tier opinion shelf the normal star remover skin love product not returned amazon,0.5693,positive
1,"this is my favorite face wash, however, this time i ordered it the formula doesn’t feel right. it seems watered down and not as thick as usual. after suspecting it was off i used my friends face wash that is the same kind and hers was thick like normal.formula seemed off",CeraVe,"['favorite', 'formula', 'watered', 'not', 'usual', 'suspecting', 'friends', 'normal formula']",favorite formula watered not usual suspecting friend normal formula,0.224,positive
1,i really wish i had never tried a new skincare regimen. i’ve ben using clean and clear all my life and i should just always stick with it. cereve made me breakout and even develop a burn. so frustrating! i wish i could just get a full refund for their stuff i purchased. their pretty pricy. augh…not a happy customer…sorry cereve.made me breakout badly!,CeraVe,"['regimen', 'ben', 'clean', 'life', 'stick', 'cereve', 'breakout', 'develop', 'burn', 'frustrating', 'refund', 'pretty', 'pricy', 'aughnot', 'happy', 'customersorry', 'cereve made', 'breakout', 'badly']",regimen ben clean life stick cereve breakout develop burn frustrating refund pretty pricy aughnot happy customersorry cereve made breakout badly,0.5574,positive
1,"so first of all when i ordered this, as it happened to a lot of other people apparently, it had spilled everywhere on the box! if you look at other reviews with this seller it’s not uncommon. then after about a month using this product i got little bumps all of my face that i had never gotten before. even though this did make my skin less oily than before it broke me out super bad! def going back to my old face wash.not worth it made my face less oily but gave me little bumps everywhere!",CeraVe,"['happened', 'spilled', 'reviews', 'seller', 'not', 'uncommon', 'bumps', 'broke', 'super', 'bad', 'def', 'wash not', 'worth', 'bumps']",happened spilled review seller not uncommon bump broke super bad def wash not worth bump,0.2654,positive
1,"the product is a no go for sensitive or acne prone skin.i grabbed this one to replace for my old face wash. i'm a guy with acne prone/sensitive skin. although this one clean well, it makes your sensitive skin react negatively and in turn cause a lot of breakouts for me. and i mean a lot.i haven't had any bad breakout since ughhh at least 13 years. so do yourself a favor and skip this one if you think it'd help with your sensitive skin.is not suitable for sensitive or acne prone skin at all",CeraVe,"['prone', 'skin i', 'grabbed', 'replace', 'guy', 'pronesensitive', 'clean', 'react', 'negatively', 'breakouts', 'lot i', 'nt', 'bad', 'breakout', 'ughhh', 'favor', 'skip', 'skin is', 'not', 'suitable', 'prone']",prone skin i grabbed replace guy pronesensitive clean react negatively breakout lot i nt bad breakout ughhh favor skip skin is not suitable prone,0.2263,positive
1,product leaves a sticky film on skin. awfulawful,CeraVe,"['leaves', 'sticky', 'film', 'awfulawful']",leaf sticky film awfulawful,0.0,neutral
1,"i decided to try this cleanser based on the good reviews. i liked it at first, but within a few days i started getting whiteheads and tiny bumps all over my face. i already have mild to moderate acne so i don't need more. as soon as i switched back to philosophy purity, my acne improved overnight and within a few days all of my pimples were gone. this cleanser also made my face slightly drier than purity. it left a slippery film on my face which clogged my pores. one good thing is that it never made my face itch. i'm not saying this is a bad cleanser.  it has good ingredients. it might work for some people, but didn't work for me.leaves film and causes whiteheads",CeraVe,"['decided', 'based', 'reviews', 'days', 'whiteheads', 'tiny', 'bumps', 'mild', 'moderate', 'nt', 'switched', 'philosophy', 'purity', 'improved', 'overnight', 'days', 'pimples', 'drier', 'purity', 'left', 'slippery', 'film', 'clogged', 'pores', 'itch', 'not', 'bad', 'ingredients', 'nt', 'me leaves', 'film', 'whiteheads']",decided based review day whitehead tiny bump mild moderate nt switched philosophy purity improved overnight day pimple drier purity left slippery film clogged pore itch not bad ingredient nt me leaves film whitehead,0.714,positive
1,"i used this for three days before i noticed a bumpy rash spreading all over my cheeks. it's not itchy, just ugly, and it stings a little. my face is already has hyperpigmention scars/texture and i was trying not to irritate it further, but this made it worse.not recommended for sensitive skin",CeraVe,"['days', 'bumpy', 'rash', 'spreading', 'cheeks', 'not', 'itchy', 'ugly', 'stings', 'hyperpigmention', 'scarstexture', 'not', 'irritate', 'worse not', 'recommended']",day bumpy rash spreading cheek not itchy ugly sting hyperpigmention scarstexture not irritate worse not recommended,0.6261,positive
1,"i don't normally leave reviews on products, but i was very disappointed with the outcome and honestly hope no one else has to deal with the same thing i did. i read many of the reviews and saw that this product was given mostly 5 out of 5 so i was pretty optimistic. however, after about almost two weeks of using the product, i noticed a huge change in my skin. never in my entire life of using cleansers have i ever had so many breakouts caused by it. now i'm back to using my old noxzema cleanser in the hopes in will clear up the mess that this one caused. i am extremely dissatisfied and hope to receive a full refund for the problems that it caused.be wary of this product",CeraVe,"['nt', 'reviews', 'products', 'disappointed', 'outcome', 'hope', 'deal', 'read', 'reviews', 'pretty', 'optimistic', 'weeks', 'huge', 'change', 'entire', 'life', 'cleansers', 'breakouts', 'caused', 'noxzema', 'hopes', 'mess', 'caused', 'extremely', 'dissatisfied', 'hope', 'receive', 'refund', 'caused be', 'wary']",nt review product disappointed outcome hope deal read review pretty optimistic week huge change entire life cleanser breakout caused noxzema hope mess caused extremely dissatisfied hope receive refund caused be wary,0.791,positive
1,i was super excited to receive this product for my oily skin. i've never been known to have a lot of acne just a few pimples here and around my period time or when do a lot of outside activities. my main concern was just my oily skin. i've also never had sensitive skin.  i used this for about 2/3 days and just after the first use i started to break out and get a rash on my cheeks from simple using it once a day. this product also dried out my skin around the chin area and caused peeling. will never use this product againcaused breakout and rash on cheeks and peeling :(,CeraVe,"['super', 'excited', 'receive', 'pimples', 'period', 'activities', 'main', 'concern', 'days', 'break', 'rash', 'cheeks', 'simple', 'dried', 'chin', 'caused', 'peeling', 'againcaused', 'breakout', 'rash', 'cheeks', 'peeling']",super excited receive pimple period activity main concern day break rash cheek simple dried chin caused peeling againcaused breakout rash cheek peeling,0.2263,positive
1,this product has nothing to do with oily skins and it makes it worsenot for oily skin.,CeraVe,"['skins', 'worsenot']",skin worsenot,0.0,neutral
1,"do not buy, this product is overly drying and i have oily skin. i’ve been using this product for 3 days and honestly i should’ve stopped after day 1. my skin is dry, irritated and peeling. really disappointed because i thought this would’ve been a cost effective alternative to the bigger skin care brands i’ve been using. i definitely learned one thing, if it’s not broken don’t fix it. won’t be using this cleanser again.do not buy! overly drying - even on oily skin.",CeraVe,"['not', 'overly', 'days', 'stopped', 'irritated', 'peeling', 'disappointed', 'cost', 'effective', 'alternative', 'bigger', 'brands', 'learned', 'not', 'broken', 'again do', 'not', 'overly']",not overly day stopped irritated peeling disappointed cost effective alternative bigger brand learned not broken again do not overly,0.0567,positive
1,"the media could not be loaded.
                



 disappointed!disaster",CeraVe,"['media', 'not', 'loaded', 'disappointed', 'disaster']",medium not loaded disappointed disaster,0.7048,positive
1,when my package arrived i noticed that there was slime all over the package and everything else inside. i pick up this face wash to notice it was not completely closed or sealed shut. i had to clean the product off of everything i ordered. and to get a replacement i have to send the face wash back. dealing with that mess and sending it back does not seem worth all the trouble.not sealed properly,CeraVe,"['package', 'arrived', 'slime', 'package', 'pick', 'notice', 'not', 'completely', 'closed', 'sealed', 'shut', 'clean', 'send', 'dealing', 'mess', 'sending', 'not', 'worth', 'trouble not', 'sealed', 'properly']",package arrived slime package pick notice not completely closed sealed shut clean send dealing mess sending not worth trouble not sealed properly,0.2003,positive
1,"i've been using this for about 2-3 weeks now & have been having 1 or 2 big pimples the whole time. yesterday i woke up with a third and these are sore & red.  i never have this kind of acne so i googled ""harmful ingredients is facial cleanser "" and found an article listing many of the ingredients found in this cleanser. here's a link if interested.http://www.collective-evolution.com/2012/04/10/you-have-the-right-to-know-17-chemicals-to-avoid-in-cosmetic-and-personal-care-products/ i slathered some raw honey all over my face to sooth the soreness. it's awful how companies put so many harmful toxic & carcinogenic substances in their products & then say it ""helps restore and maintain"".  what a bunch of lies!contains at least 6 hazardous chemicals",CeraVe,"['weeks', 'pimples', 'yesterday', 'woke', 'sore', 'red', 'googled', 'harmful', 'ingredients', 'article', 'listing', 'ingredients', 'link', 'interested http', 'www collectiveevolution ', 'slathered', 'raw', 'honey', 'sooth', 'soreness', 'awful', 'companies', 'harmful', 'toxic', 'carcinogenic', 'substances', 'products', 'helps', 'restore', 'maintain', 'bunch', 'lies', 'hazardous', 'chemicals']",week pimple yesterday woke sore red googled harmful ingredient article listing ingredient link interested http www collectiveevolution  slathered raw honey sooth soreness awful company harmful toxic carcinogenic substance product help restore maintain bunch lie hazardous chemical,0.2732,positive
1,"i order this product consistently because i love it but it came with a broken/missing top. luckily, i have a previous bottle running empty and could swap out the tops. however, i am disappointed that it came this way and i don’t want to have to deal with a return. additionally, this product takes forever to ship and receive.great product but came with a broken/missing pump",CeraVe,"['consistently', 'love', 'brokenmissing', 'luckily', 'previous', 'running', 'swap', 'tops', 'disappointed', 'deal', 'return', 'additionally', 'takes', 'ship', 'receive great', 'brokenmissing']",consistently love brokenmissing luckily previous running swap top disappointed deal return additionally take ship receive great brokenmissing,0.8834,positive
1,i was using cerave a bottle that i purchased from ulta and i love it it was perfect for my combo skin. when i finished that one i decided to order it from amazon since i was ordering stuff from there already. big mistake my face broke out immediately. i also purchased the moisturizer and it made it so bad that i now have scabs on my face.do not buy!,CeraVe,"['ulta', 'love', 'perfect', 'combo', 'finished', 'decided', 'amazon', 'mistake', 'broke', 'bad', 'scabs', 'face do', 'not']",ulta love perfect combo finished decided amazon mistake broke bad scab face do not,0.2263,positive
2,"for context, i have oily, acne prone skin. so the pros are even though it’s fragrance free, the smell is really nice. other pro is the product lasts a long time so if you buy this bottle and use one pump 2 times a day, expect for it to last like 5 months tops. other than that, i feel like this cleanser does not clean my skin very well. maybe it’s the moisturizing benefits from the cleanser, but i don’t feel fully clean like how i would with la roche posay cleanser. i also sense that i get oily faster through the day with this cleanser so it doesn’t control my oils well. i really wanted to love this cleanser since so many people love it, but it’s not my favorite. might buy in a few years but for now, i’ll stick with my la roche posay cleanser.feels smooth and last for a long time, but didn’t clean my face well.",CeraVe,"['context', 'prone', 'pros', 'nice', 'pro', 'lasts', 'times', 'expect', 'months', 'tops', 'not', 'clean', 'benefits', 'clean', 'roche', 'posay', 'sense', 'faster', 'oils', 'love', 'love', 'not', 'favorite', 'stick', 'roche', 'posay', 'cleanser feels', 'smooth', 'clean']",context prone pro nice pro last time expect month top not clean benefit clean roche posay sense faster oil love love not favorite stick roche posay cleanser feels smooth clean,0.505,positive
2,this foaming cleanser left my face feeling dry. the reason i tried it was because the moisturizing cleanser didn't remove my makeup well enough. i need an in between product that will remove makeup residue and moisturize my skin.left my face feeling dry,CeraVe,"['left', 'reason', 'nt', 'remove', 'remove', 'residue', 'skin left']",left reason nt remove remove residue skin left,0.0,neutral
2,"very poorly packaged; it's very possible that i may have gotten a used product as the cap could be easily opened, and it had dirty stains. it also does not foam up at all, considering it is a foaming cleanser which i find weird. i don't even know if this product is safe to use to be honest, but i will have to wait and see if it is effective.poor packaging no foam",CeraVe,"['packaged', 'cap', 'easily', 'dirty', 'stains', 'not', 'weird', 'nt', 'safe', 'honest', 'wait', 'effective poor']",packaged cap easily dirty stain not weird nt safe honest wait effective poor,0.2292,positive
2,does not foam over well and cannot returnpoor lather,CeraVe,"['not', 'not', 'returnpoor', 'lather']",not not returnpoor lather,0.0,neutral
2,"i am one of the biggest supporters and users of almost all cerave products. i am currently using the hydrating cleanser, renewing lotion and eczema body wash. my 2 year old uses the baby wash and baby lotion from cerave.so far, this foaming facial cleanser is the only cerave product that i have a serious concern with. the 7th ingredient is 'propylene glycol' and it may sound like not a lot but think it this way - all the good stuff like hyaluronic acid & all ceramides are after propylene glycol. whatever good is going to come from the 'good' stuff will be mitigated by pg. propylene glycol is a know skin sensitiser and you can ready plenty about it on google or elsewhere. if you have sensitive skin or conditions like rosacea/eczema/psoriasis, this cleanser will sting your skin and /or cause a rash or acne in the very first week. if you have normal skin, it will eventually sensitive your skin and it will thereafter start reacting to pg. i just don't understand why a super awesome brand like cerave can't use something better like butylene glycol instead. i have written to them but they have not reacted. i seriously hope they can replace this ingredient with a safer ingredient as i really need a foaming facial cleanser and it kills me to use other brands.tread with caution - loaded with propylene glycol",CeraVe,"['biggest', 'supporters', 'users', 'products', 'renewing', 'eczema', 'baby', 'baby', 'cerave so', 'concern', 'propylene', 'glycol', 'sound', 'not', 'hyaluronic', 'acid', 'ceramides', 'propylene', 'glycol', 'mitigated', 'propylene', 'glycol', 'sensitiser', 'ready', 'plenty', 'google', 'conditions', 'rosaceaeczemapsoriasis', 'sting', 'rash', 'normal', 'eventually', 'start', 'reacting', 'nt', 'understand', 'super', 'awesome', 'nt', 'butylene', 'glycol', 'written', 'not', 'reacted', 'hope', 'replace', 'safer', 'kills', 'brands tread', 'caution', 'loaded', 'propylene', 'glycol']",biggest supporter user product renewing eczema baby baby cerave so concern propylene glycol sound not hyaluronic acid ceramides propylene glycol mitigated propylene glycol sensitiser ready plenty google condition rosaceaeczemapsoriasis sting rash normal eventually start reacting nt understand super awesome nt butylene glycol written not reacted hope replace safer kill brands tread caution loaded propylene glycol,0.6802,positive
2,"i use this in the shower or to take off my makeup, and its pretty good value, like, it will take a pretty long time to finish this bottle, but that's not so great if the product doesn't work for you. it feels so dry and itchy, kind of like when you put too much powder on top of your foundation, you know? does not moisturize at all. and i have relatively oily skin, so if you have normal or dry skin this is certainly not the product for you.cleanses, but *really* dries out my skin",CeraVe,"['shower', 'pretty', 'pretty', 'finish', 'not', 'nt', 'feels', 'itchy', 'powder', 'foundation', 'not', 'normal', 'not', 'you cleanses', 'dries']",shower pretty pretty finish not nt feel itchy powder foundation not normal not you cleanses dry,0.8028,positive
2,it gets too papa use only a small amountit’s good but gets soapy,CeraVe,"['papa', 'amountit', 'soapy']",papa amountit soapy,0.0,neutral
2,"if it helps, i have african american skin. i wanted something to help aid in healthy skin. i used this for months, twice a day in the morning and before bedtime.around the first few months, i massaged the foam with my fingers onto my face as it turned into foam once you move it circular motion. after a few seconds, the form disappears, but the stuff is still on your face. then it says to rinse your face. afterward, it left my face so dry that it felt like my face wanted to stretch from being so stiff. sometimes i had to resort to putting on lotion afterward to get rid of that irritable feeling. i do have oily skin. but sometimes the extreme dryness was just too much.i then got a rotating facial brush and used cerave with that, thinking if i applied by a different method other than my fingers, i could probably see some results. i also left the foam on my face longer by putting on first, then brushing my teeth, and after my teeth are clean, i then rinse my face. but i got the same outcome.it does not have a smell, nor have i experienced it bothering my eyes.i still experienced acne. so, this wasn't any kind of miracle worker for me.i gave it two stars for two reasons, 1) it did not seem to make my skin worse. so, that's a plus. and 2) becuase for $8 to $10 you really do get your money's worth in terms of quantity. it's a big bottle and it will take forever to use every bit of it. but i'm down to at least 25% left, and i don't think i'm even going to bother with the rest. i'm now moving on to another product. there's no reason for me to even waste my time any further this foam. but at least it was worth a shot.four months of usage & disappointment",CeraVe,"['helps', 'african', 'american', 'aid', 'healthy', 'months', 'bedtime around', 'months', 'massaged', 'fingers', 'circular', 'motion', 'form', 'disappears', 'rinse', 'afterward', 'left', 'stretch', 'stiff', 'resort', 'putting', 'afterward', 'rid', 'irritable', 'extreme', 'dryness', 'much i', 'rotating', 'brush', 'thinking', 'applied', 'method', 'fingers', 'left', 'putting', 'brushing', 'teeth', 'teeth', 'clean', 'rinse', 'outcome it', 'not', 'experienced', 'bothering', 'eyes i', 'experienced', 'nt', 'miracle', 'worker', 'me i', 'stars', 'reasons', 'not', 'worse', 'becuase', 'money', 'worth', 'terms', 'quantity', 'left', 'nt', 'bother', 'rest', 'moving', 'reason', 'waste', 'worth', 'shot four', 'months', 'usage', 'disappointment']",help african american aid healthy month bedtime around month massaged finger circular motion form disappears rinse afterward left stretch stiff resort putting afterward rid irritable extreme dryness much i rotating brush thinking applied method finger left putting brushing teeth teeth clean rinse outcome it not experienced bothering eyes i experienced nt miracle worker me i star reason not worse becuase money worth term quantity left nt bother rest moving reason waste worth shot four month usage disappointment,0.6639,positive
2,didn't really feel my face clean after using it. not recommended for acne-prone skin.just okay,CeraVe,"['nt', 'clean', 'not', 'recommended', 'acneprone', 'skin just']",nt clean not recommended acneprone skin just,0.2751,positive
2,"left my face feeling patchy and rough after i used it. other cleansers of its type did not have the same effect, a shame that the return window has closed.rough, patchy skin",CeraVe,"['left', 'patchy', 'rough', 'cleansers', 'type', 'not', 'shame', 'return', 'window', 'closed rough', 'patchy']",left patchy rough cleanser type not shame return window closed rough patchy,0.3724,positive
2,"i really had hopes for this product as it had a lot of great reviews and i’m in need of a face wash that can get my clear skin back.six days in and i absolutely have to stop using it. after three days i noticed my forehead would feel like skin is coming off and that part of my face would burn before bed. i started using a serum at the same time so i needed to determine which product it was. i took notice on day five that the burning feeling would happened after i washed my face and applied toner (but before the serum). having used witch hazel toner for a few years, i knew that wasn’t the case.i know see less than a week in, my entire face is extremely dry when my original problem was oily skin. i wish i could get my money back.buy at your own risk",CeraVe,"['hopes', 'reviews', 'back six', 'days', 'absolutely', 'days', 'forehead', 'coming', 'burn', 'bed', 'determine', 'notice', 'burning', 'happened', 'washed', 'applied', 'toner', 'witch', 'hazel', 'toner', 'case i', 'entire', 'extremely', 'original', 'money', 'back buy', 'risk']",hope review back six day absolutely day forehead coming burn bed determine notice burning happened washed applied toner witch hazel toner case i entire extremely original money back buy risk,0.2247,positive
2,i bought this because i wanted a facial cleanser that would foam. this states foaming on the front but it doesn’t. returned.does not foam,CeraVe,"['returned does', 'not']",returned does not,0.0,neutral
2,i was sent a 16 0z when i paid for a 19 oz. not what i was expecting.annoyed,CeraVe,"['paid', 'oz', 'not', 'expecting annoyed']",paid oz not expecting annoyed,0.2924,positive
