Rating,Review,Brand,NoStopW Tokens,Lemmatized Tokens,VADER Polarity Score,VADER Sentiment
4,this product is okay don't work will with my skin type.it leave my face tone really darkcerave,CeraVe,"['nt', 'type it', 'tone', 'darkcerave']",nt type it tone darkcerave,0.0,neutral
4,"truly gentle on the skin.i have combination oily and dry skin, and a lot of other cleansers make my skin really, really dry. i needed something that didn't take all the moisture out of my skin. a lot of gentle cleansers don't give me that foaming effect that i like so i thought i would try cerave.i was a little hesitant at first because of all the negative reviews and horror pictures that i saw, but i'm glad i did. my skin hasn't had any bad breakouts or irritation at all. in fact, i think my skin has improved. normally after washing my face it would feel so dry and i would have to moisturize immediately, but sometimes my face feels so supple and soft that i forget.so downside? the cleanser comes out a clear liquid and it ""foams"" but doesn't get very foamy. it gets more soapy than anything. i wouldn't call it foam. i really miss that bubbling/foaming action that other cleansers have because i feel much cleaner, but this is just okay. another downside is that i have to do two washes to really get all the makeup/oil/dirt off. this cleanser is really gentle so it doesn't pull all of the impurities off your skin, which is also why i think my skin feels so much more moisturized than it did before. i don't mind it and have gotten used to it.all skin types are different so while some break out and have bad reactions, others may not. my skin honestly feels so much healthier now than it did before. i now subscribe and save to this cleanser because it has been working so well for me. it's not expensive so i would recommend anyone to give it a shot. worst case if it doesn't work with your face, use it to wash your hands.a lot of gentle cleansers don't give me that foaming effect that i like so i thought i would try cerave",CeraVe,"['gentle', 'skin i', 'combination', 'cleansers', 'nt', 'gentle', 'cleansers', 'nt', 'cerave i', 'hesitant', 'negative', 'reviews', 'horror', 'pictures', 'glad', 'nt', 'bad', 'breakouts', 'irritation', 'improved', 'washing', 'feels', 'supple', 'soft', 'forget so', 'downside', 'liquid', 'foams', 'nt', 'foamy', 'soapy', 'nt', 'bubblingfoaming', 'action', 'cleansers', 'cleaner', 'downside', 'washes', 'makeupoildirt', 'gentle', 'nt', 'pull', 'impurities', 'feels', 'nt', 'mind', 'it all', 'types', 'break', 'bad', 'reactions', 'not', 'feels', 'healthier', 'subscribe', 'save', 'not', 'expensive', 'recommend', 'shot', 'worst', 'nt', 'hands a', 'gentle', 'cleansers', 'nt']",gentle skin i combination cleanser nt gentle cleanser nt cerave i hesitant negative review horror picture glad nt bad breakout irritation improved washing feel supple soft forget so downside liquid foam nt foamy soapy nt bubblingfoaming action cleanser cleaner downside wash makeupoildirt gentle nt pull impurity feel nt mind it all type break bad reaction not feel healthier subscribe save not expensive recommend shot worst nt hands a gentle cleanser nt,-0.8871,negative
4,i have oily/sensitive/acne prone skin. this made acne significantly worse!! i had high hopes and was saddened. i stopped using this and switched to rovectin papaya pore cleanser and my acne lessened.watch out acne prone skin poople,CeraVe,"['oilysensitiveacne', 'prone', 'worse', 'hopes', 'saddened', 'stopped', 'switched', 'rovectin', 'papaya', 'pore', 'lessened watch', 'prone', 'poople']",oilysensitiveacne prone worse hope saddened stopped switched rovectin papaya pore lessened watch prone poople,-0.6705,negative
4,i wish it would foam more.it works well.,CeraVe,['more it'],more it,0.0,neutral
4,"now now, this cleanser works great for people dealing oily skin and acne scars/ pie (post inflammatory erythma) or when your skin looks like after a breakout! mainly red marks and scars. this is a bit stripping in my opinion for sensitive skin.for oily skin!",CeraVe,"['dealing', 'scars', 'pie', 'post', 'inflammatory', 'erythma', 'breakout', 'red', 'marks', 'scars', 'stripping', 'opinion', 'skin for']",dealing scar pie post inflammatory erythma breakout red mark scar stripping opinion skin for,0.0,neutral
4,thanksworks for me…,CeraVe,['thanksworks'],thanksworks,0.0,neutral
4,not my favorite but definitely feel clean after use.it’s okay,CeraVe,"['not', 'favorite', 'clean', 'use it']",not favorite clean use it,-0.5773,negative
4,definitely helped my son with managing acne but using it twice a day caused some skin dryness so he is using priori products along with thisvery good but maybe too harsh for twice daily,CeraVe,"['helped', 'son', 'managing', 'caused', 'dryness', 'priori', 'products', 'thisvery', 'harsh']",helped son managing caused dryness priori product thisvery harsh,-0.4404,negative
4,"i tend to have pretty oily face throughout the day and after daily (morning and night) cleansing with this cleanser, i find my face flaking a bit even after moisturizer. not sure if i’m using this too often or my face is just sensitive and i should use it like every two days. i will try to use this cleanser only 3 times a week and see how it works out for me. it does make my face feel very clean initially though.no fragrance but quite drying for the face",CeraVe,"['tend', 'pretty', 'cleansing', 'flaking', 'not', 'days', 'times', 'clean', 'initially', 'though no']",tend pretty cleansing flaking not day time clean initially though no,-0.0665,negative
4,i have very normal towards dry skin type. i feel like this is just an advanced pore cleanse and not anything to feel different about. feels clean but not very great.not very moisturizering,CeraVe,"['normal', 'type', 'advanced', 'pore', 'cleanse', 'not', 'feels', 'clean', 'not', 'great not', 'moisturizering']",normal type advanced pore cleanse not feel clean not great not moisturizering,-0.5502,negative
4,i'm not sure why it's called foaming face wash as it foams like any other soap.  works as advertised but i'm not sure it's a notch above or better than any other face wash.  there is no rating on the scent as it has none.  it dispenses as a clear gel and foams after the addition of water and hand friction.foaming face wash.,CeraVe,"['not', 'called', 'foams', 'soap', 'advertised', 'not', 'notch', 'rating', 'dispenses', 'foams', 'addition', 'water', 'friction foaming']",not called foam soap advertised not notch rating dispenses foam addition water friction foaming,0.0,neutral
4,it actually does a great job removing oil and cleaning  your face however the oil control part did not workout for me.my oily skin was not controlled like the product claimsawesome product,CeraVe,"['job', 'removing', 'cleaning', 'not', 'workout', 'me my', 'not', 'controlled', 'claimsawesome']",job removing cleaning not workout me my not controlled claimsawesome,0.0,neutral
4,"i was not a fan of the weird smell, i thought it would have no smell like the other cerave face wash but it definitely has some type of smell.. i will use it up but won’t buy again.not a fan of smell but i’ll use it",CeraVe,"['not', 'fan', 'weird', 'type', 'again not', 'fan']",not fan weird type again not fan,-0.3412,negative
4,this will last you so long just one pump every day at night and it’s been six months and i still have at least half a bottle. and i use this every day every single night just one pump on my little scrubby pad! my skin is not super oily anymoreamazing!!,CeraVe,"['months', 'single', 'scrubby', 'pad', 'not', 'super', 'anymoreamazing']",month single scrubby pad not super anymoreamazing,-0.4847,negative
4,"i've used this product for years and it's helped my skin so much. i think this facewash is a godsend. if i could review the product separately from the packaging, i would. the only issue i had with this order was this sticky/slimy purple and orange substance on the outside of the bottle. it makes me hesitant to use it just because i don't know what the substance is.facewash: 5 starspackaging: 2 starsgreat product, suspicious mess?",CeraVe,"['helped', 'facewash', 'godsend', 'separately', 'stickyslimy', 'purple', 'orange', 'substance', 'hesitant', 'nt', 'substance', 'is facewash', 'starspackaging', 'starsgreat', 'suspicious', 'mess']",helped facewash godsend separately stickyslimy purple orange substance hesitant nt substance is facewash starspackaging starsgreat suspicious mess,-0.296,negative
4,"good product for sensitive skin, but didn't help me with my pimples. i don't feel my oily skin getting cleaned as i had it with neutrogena. at east it didn't make anything worse. however it's very economic. the consistence is very tick and dosage is small, but enough for washing entire face. i have bought big size, and i've been using it every day for 6 months, but there is still half bottle left.... can't wait it to finish so i can try something else.last for long, but not for my skin",CeraVe,"['nt', 'pimples', 'nt', 'cleaned', 'neutrogena', 'east', 'nt', 'worse', 'economic', 'consistence', 'tick', 'dosage', 'washing', 'entire', 'size', 'months', 'left', 'nt', 'wait', 'finish', 'else last', 'not']",nt pimple nt cleaned neutrogena east nt worse economic consistence tick dosage washing entire size month left nt wait finish else last not,-0.4767,negative
5,i have used many expensive cleanser and cleaning face products. i have to say this one was not only the cheapest but the best quality!the best cleanser,CeraVe,"['expensive', 'cleaning', 'products', 'not', 'cheapest', 'quality']",expensive cleaning product not cheapest quality,0.0,neutral
5,"this is the best product to use as a face wash. gets rid of grease, dirt and doesn’t clog your pores.from a clinical pharmacist - choose this",CeraVe,"['rid', 'grease', 'dirt', 'clog', 'pores from', 'clinical', 'pharmacist', 'choose']",rid grease dirt clog pores from clinical pharmacist choose,-0.34,negative
5,only thing that gets my skin clearbest,CeraVe,['clearbest'],clearbest,0.0,neutral
5,it washes the face very well.  feels light weight on the face with no heavy smell.feels light  and no heavy smell on the face,CeraVe,"['washes', 'feels', 'light', 'weight', 'heavy', 'smell feels', 'light', 'heavy']",wash feel light weight heavy smell feels light heavy,0.0,neutral
5,a lot of product for a great price!removes the oily feeling from my face,CeraVe,['removes'],remove,0.0,neutral
5,if you have oily skin once this is a good products. go get yoursgreat product,CeraVe,"['products', 'yoursgreat']",product yoursgreat,0.0,neutral
5,as good as advertisedwash for oily face,CeraVe,['advertisedwash'],advertisedwash,0.0,neutral
5,my complaint i’d that i was sent a bottle with a broken dispenser and loose most of it trying to get enough to use. however i like the product and have been using it for several years. it was recommended by a dermatologist.unhappy,CeraVe,"['complaint', 'broken', 'loose', 'recommended', 'dermatologist unhappy']",complaint broken loose recommended dermatologist unhappy,-0.8225,negative
5,this is the product i cannot live without! ever since i’ve been using it’s clear my face is my daily go tobest of the best,CeraVe,"['not', 'live', 'tobest']",not live tobest,0.0,neutral
5,sick of going through so many facial scrubs and feeling like they aren't very affective as shown on tv.this does the trick as long as you are consistent.not oily and doesn't make my face dry.a dab will do ya!works great!,CeraVe,"['sick', 'scrubs', 'nt', 'affective', 'tv this', 'trick', 'consistent not', 'nt', 'dry a', 'dab', 'ya']",sick scrub nt affective tv this trick consistent not nt dry a dab ya,-0.5499,negative
5,"some cleansers are drying. this leaves your face feeling smooth (i think because of the ceramides) and not dry. it also does clean the face. some cleansers leave makeup, and i find that this one really does clean well, because if i go in after with another wipe or pad they come up clean. it doesn't necessarily help me with my acne as it doesn't have salicylic acid, and that's okay. i would prefer to use my acne pads on my face when i need to.smooth and clean face",CeraVe,"['cleansers', 'leaves', 'smooth', 'ceramides', 'not', 'clean', 'cleansers', 'clean', 'wipe', 'pad', 'clean', 'nt', 'nt', 'salicylic', 'acid', 'prefer', 'pads', 'to smooth', 'clean']",cleanser leaf smooth ceramides not clean cleanser clean wipe pad clean nt nt salicylic acid prefer pad to smooth clean,-0.7925,negative
5,this is a sign that you should purchase it! great product!the best,CeraVe,"['sign', 'purchase']",sign purchase,0.0,neutral
5,my face was breaking out and i needed something to help along with my every 2 months follow up with my facial appointment. this is great for maintenancein aww,CeraVe,"['breaking', 'months', 'follow', 'appointment', 'maintenancein', 'aww']",breaking month follow appointment maintenancein aww,0.0,neutral
4,"according to my wife, this product was meant to work well with oilily skin, and it does not.per my wife",La Roche-Posay,"['wife', 'meant', 'oilily', 'not per', 'wife']",wife meant oilily not per wife,0.0,neutral
4,the product is great but the pump is missing :(great product,La Roche-Posay,['missing'],missing,-0.296,negative
4,"this is a great product but if your skin is more on the dry side than oily, get their hydration cleanser instead!does the job",La Roche-Posay,"['hydration', 'job']",hydration job,0.0,neutral
4,"overall, this product has really great ingredients. however, i have found an inconsistency within its advertising. it is advertised as a scent - free, fragrance - free product, but if you look closely at the ingredients list, you will find fragrance on it. it may not seem like much, but if all the products you use are fragrance free, you will find this smell quite strong. otherwise, it's a great product. la roche possay should consider taking the fragrance out to make this truly a great cleanser.warning: great product, but contains fragrance",La Roche-Posay,"['ingredients', 'inconsistency', 'advertising', 'advertised', 'closely', 'ingredients', 'list', 'not', 'products', 'strong', 'roche', 'possay', 'cleanser warning']",ingredient inconsistency advertising advertised closely ingredient list not product strong roche possay cleanser warning,-0.6251,negative
4,"good feeling after the wash, unfortunately drips down to your eyes fast so be careful burns bad!50/50 makes skin soft/burns the eyes!",La Roche-Posay,"['drips', 'eyes', 'fast', 'careful', 'burns', 'bad', 'softburns', 'eyes']",drip eye fast careful burn bad softburns eye,-0.4404,negative
4,i like to shave with it. it has worked well for me so far. if it smelled really good i would probably reorder.could smell better. its the one drawback.,La Roche-Posay,"['shave', 'smelled', 'reorder could', 'drawback']",shave smelled reorder could drawback,0.0,neutral
4,its a really nice product but it could have been packaged better for delivery. it spilled a little.i really liked it but poor packaging for delivery,La Roche-Posay,"['nice', 'packaged', 'delivery', 'spilled', 'little i', 'poor', 'delivery']",nice packaged delivery spilled little i poor delivery,-0.0018,negative
4,"it's not good for my sensitive skin, every time i use it, my skin feel burned after using this, after i switch to another face wash, symptoms goes away. i tried several times, and its still the same problem, i gave up.not for sensitive skin",La Roche-Posay,"['not', 'burned', 'switch', 'symptoms', 'times', 'up not']",not burned switch symptom time up not,0.0,neutral
4,good quality!good,La Roche-Posay,['quality'],quality,0.0,neutral
4,used to use another acne product by la roche posay -- like it better but it isn't available anymore.  so far this product is ok -- broke out after first using it but things have cleared up now.  sometimes with acne it has to get worse before getting better.  skin tone has improved and some of the more stubborn clogged pores have unclogged.  overall recommend this product.different....,La Roche-Posay,"['roche', 'posay', 'nt', 'broke', 'cleared', 'worse', 'tone', 'improved', 'stubborn', 'clogged', 'pores', 'unclogged', 'recommend', 'product different']",roche posay nt broke cleared worse tone improved stubborn clogged pore unclogged recommend product different,-0.3818,negative
4,didn’t feel like my face was throughly wash my skin still felt dirty.lathered well,La Roche-Posay,"['throughly', 'dirty lathered']",throughly dirty lathered,-0.4404,negative
4,"it came not really packed, and it's not the best la roshe posay soaphm",La Roche-Posay,"['not', 'packed', 'not', 'roshe', 'posay', 'soaphm']",not packed not roshe posay soaphm,0.0,neutral
4,"this doesn't work great with my mia, but just for a quick wash it suds up well. there is no odor which i prefer, and works well with my combination skin.this doesn't work great with my mia",La Roche-Posay,"['nt', 'mia', 'quick', 'suds', 'odor', 'prefer', 'combination', 'skin this', 'nt', 'mia']",nt mia quick suds odor prefer combination skin this nt mia,-0.5267,negative
4,this is the only one my daughter will useexcellent product,La Roche-Posay,"['daughter', 'useexcellent']",daughter useexcellent,0.0,neutral
4,doesn’t foam as much as the one in the old package... but i still like the scentbut i still like the scent,La Roche-Posay,"['package', 'scentbut']",package scentbut,0.0,neutral
4,a great wash and very light. not as foamy as i was expecting.four stars,La Roche-Posay,"['light', 'not', 'foamy', 'expecting four', 'stars']",light not foamy expecting four star,0.0,neutral
4,it's okay not the best. try to find cheaper better items.four stars,La Roche-Posay,"['not', 'cheaper', 'items four', 'stars']",not cheaper items four star,0.0,neutral
4,has a good ordor and does not dry out skin. leaves skin feeling clean and smooth. only a small amount can was the whole face.has a good ordor and does not dry out skin,La Roche-Posay,"['ordor', 'not', 'leaves', 'clean', 'smooth', 'face has', 'ordor', 'not']",ordor not leaf clean smooth face has ordor not,-0.3089,negative
4,smells a bit weird but overall good product.four stars,La Roche-Posay,"['smells', 'weird', 'product four', 'stars']",smell weird product four star,-0.1779,negative
4,"a little pricy,  but it is a great cleanser for face and body. just use a small amount for each part of the body cause a little goes a long way.but it is a great cleanser for face and body",La Roche-Posay,"['pricy', 'way but']",pricy way but,0.0,neutral
4,i personally prefer the deep cream cleanser by la roche-posay but it might be a better deal considering the price.... cleanser by la roche-posay but it might be a better deal considering the price,La Roche-Posay,"['personally', 'prefer', 'deep', 'rocheposay', 'deal', 'rocheposay', 'deal']",personally prefer deep rocheposay deal rocheposay deal,0.0,neutral
4,it's not the best cleanser i've used but not the worst. i have combination skin and currently experiencing adult acne. this didn't aggravate my skin further it was gentle and did its job. would probably purchase again.seems fine for what it's supposed to do.,La Roche-Posay,"['not', 'not', 'worst', 'combination', 'experiencing', 'adult', 'nt', 'aggravate', 'gentle', 'job', 'purchase', 'again seems', 'fine', 'supposed']",not not worst combination experiencing adult nt aggravate gentle job purchase again seems fine supposed,-0.3606,negative
4,works finefour stars,La Roche-Posay,"['finefour', 'stars']",finefour star,0.0,neutral
4,i always use that and i like a lot.four stars,La Roche-Posay,"['lot four', 'stars']",lot four star,0.0,neutral
4,good productfour stars,La Roche-Posay,"['productfour', 'stars']",productfour star,0.0,neutral
5,i use it everydaylove it,La Roche-Posay,['everydaylove'],everydaylove,0.0,neutral
5,better than ceraveoily skin face wash,La Roche-Posay,['ceraveoily'],ceraveoily,0.0,neutral
5,great cleanser for the end of the day to remove makeup and other products off the face.cleanser,La Roche-Posay,"['remove', 'products', 'face cleanser']",remove product face cleanser,0.0,neutral
5,"i have combination skin and really liked this cleanser. didn’t strip my skin from essential oils , still felt hydrated after and not dry. washed away 90% of my makeup before going in with micellar waterperfect for combination",La Roche-Posay,"['combination', 'strip', 'essential', 'oils', 'hydrated', 'not', 'washed', 'micellar', 'waterperfect', 'combination']",combination strip essential oil hydrated not washed micellar waterperfect combination,0.0,neutral
5,has helped my skin tremendously. cane damage free and exactly on timeexactly what i needed,La Roche-Posay,"['helped', 'tremendously', 'cane', 'damage', 'timeexactly']",helped tremendously cane damage timeexactly,-0.539,negative
5,"works great for my husband. visible shrinks his pores, and leaves his skin gleaming after use.for my husbands oily skin",La Roche-Posay,"['husband', 'visible', 'shrinks', 'pores', 'leaves', 'gleaming', 'use for', 'husbands']",husband visible shrink pore leaf gleaming use for husband,0.0,neutral
5,it’s a very good product cleanse and leaves your skin softlove it,La Roche-Posay,"['cleanse', 'leaves', 'softlove']",cleanse leaf softlove,0.0,neutral
5,goodcleanser,La Roche-Posay,['goodcleanser'],goodcleanser,0.0,neutral
5,someone gave me a bottle and i really liked it so i reordered it and will continue using it.face wash,La Roche-Posay,"['reordered', 'continue', 'it face']",reordered continue it face,0.0,neutral
5,"great face wash, works well to control oil, look no further if you have oily skin and get it!10 stars if could",La Roche-Posay,['stars'],star,0.0,neutral
5,"this is the best face wash i’ve ever used. i’ve tried many over the years including quite a few recommended by dermatologist. this was recommended by my current dermatologist after going to get a few skin cancers removed. i have very sensitive-combination skin, deep pores and a lot of sun damage. it is purifying as stated so it will cause all impurities to come to the surface. don’t be alarmed, that’s a good thing. keep using it. it will also dry your skin some as it’s treating sun damage, not fun but necessary, so definitely get the moisturizer that best suits your skin type.recommended by my dermatologist.",La Roche-Posay,"['including', 'recommended', 'recommended', 'current', 'cancers', 'removed', 'sensitivecombination', 'deep', 'pores', 'damage', 'purifying', 'stated', 'impurities', 'surface', 'alarmed', 'treating', 'damage', 'not', 'fun', 'suits', 'type recommended']",including recommended recommended current cancer removed sensitivecombination deep pore damage purifying stated impurity surface alarmed treating damage not fun suit type recommended,-0.91,negative
5,smell good and it’s doing the jobso far so good,La Roche-Posay,['jobso'],jobso,0.0,neutral
5,this is the best in the market in my opinion.i am 41 years old man and i would say this perfectbest,La Roche-Posay,"['market', 'opinion i', 'perfectbest']",market opinion i perfectbest,0.0,neutral
5,works well to clear skin in a couple daysgood stuff,La Roche-Posay,"['couple', 'daysgood']",couple daysgood,0.0,neutral
5,"so i struggle from hormonal acne. bad. to the point where it hurt and made me feel beyond insecure. especially since i’m nearly 30 with these massive bumps in my face. i have tried so many different types of face wash it’s insane.but this right here, the bottle is massive, it’s so gentle and barely any smell.i use this twice a day. it does dry out your skin a little bit so i suggest a good moisturizer.my face has cleared up tremendously and i’ve only been using this for a little over a week.try it! you won’t be disappointed!yes for hormonal acne!",La Roche-Posay,"['struggle', 'bad', 'hurt', 'insecure', 'massive', 'bumps', 'types', 'insane but', 'massive', 'gentle', 'barely', 'smell i', 'moisturizer my', 'cleared', 'tremendously', 'week try', 'disappointed']",struggle bad hurt insecure massive bump type insane but massive gentle barely smell i moisturizer my cleared tremendously week try disappointed,-0.7873,negative
5,no over drying or irritation! a little goes a long way !oily skin must have,La Roche-Posay,['irritation'],irritation,-0.5106,negative
5,the best cleanser for oily skingood product for sensitive skin,La Roche-Posay,['skingood'],skingood,0.0,neutral
5,"you need to wash your face 3 times a day with this, very efectivevery efective",La Roche-Posay,"['times', 'efectivevery', 'efective']",time efectivevery efective,0.0,neutral
5,i do feel that it does get rid of all oil and dirt. the only thing is that over time it does dry out your skin. just make sure to moisturize your face after.works great,La Roche-Posay,"['rid', 'dirt', 'after works']",rid dirt after works,-0.34,negative
4,i decided to buy the night combo which includes this one but i am not sure its as effective for me as others. i have to try something else.its a good product but,CeraVe,"['decided', 'combo', 'includes', 'not', 'effective', 'else its']",decided combo includes not effective else its,-0.3724,negative
4,the media could not be loaded.havent used it yet i will update this in a few days but the package is opened and doesnt look new,CeraVe,"['media', 'not', 'loaded havent', 'update', 'days', 'package']",medium not loaded havent update day package,0.0,neutral
4,"i gotta say i could definitely see a big difference in my skin a few days after i started using this, however i started breaking out bad once again which could just be hormones. the scent is not the best but its not unbearable. it leaves a sticky feeling once it dries on your skin but its not a problem after your skin finally absorbs all of itgreat so far",CeraVe,"['ta', 'days', 'breaking', 'bad', 'hormones', 'not', 'not', 'unbearable', 'leaves', 'sticky', 'dries', 'not', 'absorbs', 'itgreat']",ta day breaking bad hormone not not unbearable leaf sticky dry not absorbs itgreat,-0.5423,negative
4,seems to work but does dry out part of my skin and also make it greasy at the same time. not really sure how it's possible or maybe its not for combo skin.seems to work but,CeraVe,"['greasy', 'not', 'not', 'combo', 'skin seems']",greasy not not combo skin seems,0.0,neutral
4,took a few weeks of consistent use for me to notice a difference but i would recommendnoticed a difference after using a couple weeks,CeraVe,"['weeks', 'consistent', 'notice', 'recommendnoticed', 'couple', 'weeks']",week consistent notice recommendnoticed couple week,0.0,neutral
4,my teen son has very dry and sensitive skin. this doesn't cause extra irritation but did make his skin purge the first several uses. he uses it every four days in skin cycling.works well,CeraVe,"['teen', 'son', 'nt', 'extra', 'irritation', 'purge', 'days', 'cycling works']",teen son nt extra irritation purge day cycling works,-0.5106,negative
4,"seems to be working for my daughter. she is currently using the cerave wash, treatment, and am and pm lotions. definitely have seen an improvement within a few days aand even more so in a couple weeks.seems to be working",CeraVe,"['daughter', 'treatment', 'lotions', 'days', 'aand', 'couple', 'weeks seems']",daughter treatment lotion day aand couple weeks seems,0.0,neutral
4,smells maple syrup.helps to fight acne,CeraVe,"['smells', 'maple', 'syrup helps', 'fight']",smell maple syrup helps fight,0.0,neutral
4,"this, combined with another cerave spot cleanser (i think they go together), cleared my chin acne that had become cystic. it was getting real bad. i think i am allergic to blue surgical masks! or all surgical masks! i used this daily for a few weeks, and it cleared.cleared!",CeraVe,"['combined', 'spot', 'cleared', 'chin', 'cystic', 'real', 'bad', 'allergic', 'blue', 'surgical', 'masks', 'surgical', 'masks', 'weeks', 'cleared cleared']",combined spot cleared chin cystic real bad allergic blue surgical mask surgical mask week cleared cleared,-0.5423,negative
4,i have sensitive skin and this works great for masknegood for maskne,CeraVe,"['masknegood', 'maskne']",masknegood maskne,0.0,neutral
4,it dried the heck out of my kiddo’s face.it’s ok but not great,CeraVe,"['dried', 'heck', 'kiddo', 'face it', 'not']",dried heck kiddo face it not,0.0,neutral
4,keeps skin clear without irritationgood product,CeraVe,['irritationgood'],irritationgood,0.0,neutral
4,"have been using it for 3 weeks but it wasn't strong/effective as i expected. it might work differently for different people but for me, there is definitely not the most potent product i've tried. still it should work for mild cases of acne.does its job but not the best i've tried",CeraVe,"['weeks', 'nt', 'strongeffective', 'expected', 'not', 'potent', 'mild', 'acne does', 'job', 'not']",week nt strongeffective expected not potent mild acne does job not,0.0,neutral
4,i have used this as instructed for 14 days. absolutely no change.does nothing for complexion,CeraVe,"['instructed', 'days', 'absolutely', 'change does', 'complexion']",instructed day absolutely change does complexion,0.0,neutral
5,my son only uses this and the best price is right herecan't beat the price,CeraVe,"['son', 'hereca', 'nt', 'beat']",son hereca nt beat,0.0,neutral
5,"personally i find the whole line good and now that my son is using it, his skin is clearlove it",CeraVe,"['personally', 'son', 'clearlove']",personally son clearlove,0.0,neutral
5,great product! one of the best products i’ve used! i’ve had hormonal acne issues for over a year now and cerave’s acne products are top tierlove cerave,CeraVe,"['products', 'issues', 'products', 'tierlove']",product issue product tierlove,0.0,neutral
5,"i have very acne prone skin that breaks out with the slightest change in routine. i used to have acne every single day, but got it under control a few years ago with right combination of topical and oral meds. recently had to start wearing a mask at work again everyday to reduce the risk of getting sick before going on a cruise, and my face broke out so badly. hasn’t been this bad in years. i spent a long time sobbing in my bathroom. took a chance and ordered this after reading the reviews, as i use their moisturizer without having any acne issues. very glad i decided to try this gel. four days after starting to use it and i have very few spots left on my face, and haven’t gotten any crazy new ones. it works as a spot treatment also. dabbed some on a stubborn one last night and it was flat by morning. i apply moisturizer, my aczone lotion and this gel at the same time to prevent pilling. i just put a dab of each on my finger and rub it all in at once. so far so good. no dryness or peeling.worked for me",CeraVe,"['prone', 'breaks', 'slightest', 'change', 'single', 'combination', 'topical', 'oral', 'meds', 'start', 'wearing', 'mask', 'risk', 'sick', 'cruise', 'broke', 'badly', 'bad', 'spent', 'sobbing', 'bathroom', 'chance', 'reading', 'reviews', 'issues', 'glad', 'decided', 'days', 'starting', 'spots', 'left', 'crazy', 'spot', 'treatment', 'dabbed', 'stubborn', 'flat', 'aczone', 'prevent', 'pilling', 'dab', 'finger', 'dryness', 'peeling worked']",prone break slightest change single combination topical oral med start wearing mask risk sick cruise broke badly bad spent sobbing bathroom chance reading review issue glad decided day starting spot left crazy spot treatment dabbed stubborn flat aczone prevent pilling dab finger dryness peeling worked,-0.9468,negative
5,nothingbest acne gel,CeraVe,['nothingbest'],nothingbest,0.0,neutral
5,it worksit works,CeraVe,['worksit'],worksit,0.0,neutral
